DT_MEDICAO,Contagem,TP_MAX,TP_MIN
2019-09-01,24,25.500,21.400
2019-09-02,24,26.800,21.900
2019-09-03,24,27.650,22.050
2019-09-04,24,26.800,21.850
2019-09-05,24,22.850,19.500
2019-09-06,24,22.250,18.950
2019-09-07,24,23.850,20.600
2019-09-08,24,24.950,21.100
2019-09-09,24,25.500,21.600
2019-09-10,24,26.600,22.250
2019-09-11,24,26.450,22.350
2019-09-12,24,27.250,22.500
2019-09-13,24,24.550,22.150
2019-09-14,24,23.700,21.800
2019-09-15,24,26.950,21.350
2019-09-16,24,26.550,21.950
2019-09-17,24,27.000,22.750
2019-09-18,24,27.750,23.050
2019-09-19,24,27.600,22.700
2019-09-20,24,27.350,23.800
2019-09-21,24,25.400,22.500
2019-09-22,24,24.300,21.850
2019-09-23,24,23.200,19.050
2019-09-24,24,22.750,20.050
2019-09-25,24,22.000,20.400
2019-09-26,24,22.050,19.250
2019-09-27,24,23.650,19.400
2019-09-28,23,24.050,21.000
2019-09-29,24,23.100,20.500
2019-09-30,24,23.500,20.450
2019-10-01,24,24.800,21.100
2019-10-02,24,26.200,19.650
2019-10-03,24,26.400,21.800
2019-10-04,24,26.800,22.450
2019-10-05,24,26.600,22.700
2019-10-06,24,26.650,22.650
2019-10-07,24,27.300,23.100
2019-10-08,24,28.100,23.150
2019-10-09,24,27.250,20.700
2019-10-10,24,26.950,20.900
2019-10-11,24,26.650,22.800
2019-10-12,24,27.350,23.200
2019-10-13,24,27.100,23.450
2019-10-14,24,27.700,23.200
2019-10-15,24,26.750,23.150
2019-10-16,24,26.900,22.500
2019-10-17,24,26.850,23.100
2019-10-18,24,27.450,23.300
2019-10-19,24,26.350,22.100
2019-10-20,24,23.700,21.900
2019-10-21,24,22.550,20.400
2019-10-22,24,22.200,19.550
2019-10-23,24,25.100,20.650
2019-10-24,24,25.550,20.950
2019-10-25,24,27.950,22.950
2019-10-26,24,27.400,23.950
2019-10-27,24,28.400,24.250
2019-10-28,24,28.600,24.450
2019-10-29,24,28.700,24.500
2019-10-30,24,29.150,24.000
2019-10-31,24,28.300,23.800
2019-11-01,24,25.800,24.450
2019-11-02,24,26.700,23.600
2019-11-03,24,28.550,23.300
2019-11-04,24,28.900,23.150
2019-11-05,24,31.150,24.050
2019-11-06,24,25.800,22.600
2019-11-07,24,26.050,22.200
2019-11-08,24,28.900,23.900
2019-11-09,24,28.650,23.400
2019-11-10,24,29.300,24.250
2019-11-11,24,27.350,22.300
2019-11-12,24,23.450,21.650
2019-11-13,24,27.000,22.950
2019-11-14,24,26.400,23.650
2019-11-15,24,26.100,22.350
2019-11-16,24,24.550,21.000
2019-11-17,24,25.150,21.750
