DT_MEDICAO,Contagem,TP_MAX,TP_MIN
2019-09-01,24,25.950,19.600
2019-09-02,24,24.350,19.850
2019-09-03,24,23.650,19.350
2019-09-04,24,24.000,19.250
2019-09-05,24,20.700,17.100
2019-09-06,24,21.700,16.650
2019-09-07,24,25.500,17.300
2019-09-08,24,29.200,17.400
2019-09-09,24,31.100,17.150
2019-09-10,24,30.700,17.250
2019-09-11,24,27.200,17.250
2019-09-12,24,35.350,17.300
2019-09-13,24,25.650,21.300
2019-09-14,24,24.800,20.250
2019-09-15,24,27.850,20.700
2019-09-16,24,28.350,19.600
2019-09-17,24,32.000,17.800
2019-09-18,24,28.350,21.300
2019-09-19,24,24.700,21.400
2019-09-20,24,28.900,20.300
2019-09-21,24,23.800,21.850
2019-09-22,24,22.450,19.950
2019-09-23,24,20.100,16.750
2019-09-24,24,22.650,16.300
2019-09-25,24,22.600,18.500
2019-09-26,24,21.050,18.800
2019-09-27,24,24.350,16.750
2019-09-28,24,21.900,17.650
2019-09-29,24,22.050,16.950
2019-09-30,24,24.600,17.950
2019-10-01,24,26.800,19.600
2019-10-02,24,28.000,17.850
2019-10-03,24,28.000,16.450
2019-10-04,24,27.250,18.100
2019-10-05,24,29.800,18.500
2019-10-06,24,25.550,20.550
2019-10-07,24,26.500,21.000
2019-10-08,24,23.800,20.650
2019-10-09,24,22.450,20.050
2019-10-10,24,25.850,19.800
2019-10-11,24,29.050,21.350
2019-10-12,24,30.900,20.300
2019-10-13,24,33.950,19.250
2019-10-14,24,30.350,19.250
2019-10-15,24,28.550,21.150
2019-10-16,24,27.900,21.550
2019-10-17,24,28.050,21.250
2019-10-18,24,29.750,21.200
2019-10-19,24,28.100,22.750
2019-10-20,24,24.350,20.000
2019-10-21,24,22.250,18.850
2019-10-22,24,24.700,18.300
2019-10-23,24,25.550,19.950
2019-10-24,24,27.100,19.850
2019-10-25,24,27.750,20.050
2019-10-26,24,27.000,20.150
2019-10-27,24,29.750,21.700
2019-10-28,24,31.000,21.600
2019-10-29,24,33.150,22.150
2019-10-30,24,31.400,20.850
2019-10-31,24,29.750,21.600
2019-11-01,24,29.200,22.550
2019-11-02,24,28.400,23.050
2019-11-03,24,31.450,21.250
2019-11-04,24,29.650,22.200
2019-11-05,24,30.550,23.800
2019-11-06,24,26.750,22.350
2019-11-07,24,25.750,20.250
2019-11-08,24,27.050,21.550
2019-11-09,24,26.900,22.350
2019-11-10,24,27.300,22.350
2019-11-11,24,25.050,20.900
2019-11-12,24,23.750,20.400
2019-11-13,24,25.000,20.250
2019-11-14,24,24.900,21.450
2019-11-15,24,24.900,20.350
2019-11-16,24,26.700,18.100
2019-11-17,24,26.750,19.350
2019-11-18,24,24.000,19.650
2019-11-19,24,24.050,20.300
2019-11-20,24,25.000,20.750
2019-11-21,24,27.550,21.600
2019-11-22,24,30.300,21.250
2019-11-23,24,29.700,21.400
2019-11-24,24,23.450,19.350
2019-11-25,24,24.000,17.850
2019-11-26,24,24.400,18.550
2019-11-27,24,27.950,18.000
2019-11-28,24,24.950,21.800
2019-11-29,24,25.150,18.850
2019-11-30,24,26.300,20.000
2019-12-01,24,27.100,21.400
2019-12-02,24,24.150,20.250
2019-12-03,24,24.300,18.900
2019-12-04,24,27.500,19.550
2019-12-05,24,29.900,20.650
2019-12-06,24,24.150,20.700
2019-12-07,24,26.900,18.550
2019-12-08,24,26.500,16.150
2019-12-09,24,27.500,18.550
2019-12-10,24,25.750,21.450
2019-12-11,24,26.200,22.150
2019-12-12,24,27.100,22.000
2019-12-13,24,31.450,21.400
2019-12-14,24,28.800,22.550
2019-12-15,24,30.650,22.800
2019-12-16,24,36.250,21.600
2019-12-17,24,30.700,22.000
2019-12-18,24,28.400,22.200
2019-12-19,24,25.450,22.850
2019-12-20,24,27.850,22.100
2019-12-21,24,30.200,21.300
2019-12-22,24,31.800,24.000
2019-12-23,24,26.650,23.100
2019-12-24,24,27.650,21.850
2019-12-25,24,29.350,19.800
2019-12-26,24,29.900,21.000
2019-12-27,24,29.800,21.300
2019-12-28,24,29.650,22.000
2019-12-29,24,29.950,22.150
2019-12-30,24,29.600,21.350
2019-12-31,24,30.450,21.500
2020-01-01,24,33.550,22.150
2020-01-02,24,31.450,23.850
2020-01-03,24,27.950,23.350
2020-01-04,24,28.400,20.350
2020-01-05,24,27.500,21.800
2020-01-06,24,30.050,21.600
2020-01-07,24,33.300,21.950
2020-01-08,24,30.300,23.200
2020-01-09,24,31.450,23.600
2020-01-10,24,32.350,23.300
2020-01-11,24,35.100,24.850
2020-01-12,24,30.200,23.900
2020-01-13,24,26.200,23.250
2020-01-14,24,27.750,22.300
2020-01-15,24,29.750,20.800
2020-01-16,24,33.800,22.800
2020-01-17,24,29.450,21.450
2020-01-18,24,27.600,20.200
2020-01-19,24,27.900,20.950
2020-01-20,24,25.250,21.200
2020-01-21,24,27.050,18.950
2020-01-22,24,30.150,19.100
2020-01-23,24,24.700,21.250
2020-01-24,24,26.450,21.550
2020-01-25,24,28.450,20.650
2020-01-26,24,29.250,18.500
2020-01-27,24,29.950,18.000
2020-01-28,24,32.750,18.750
2020-01-29,24,31.000,22.500
2020-01-30,24,33.150,25.100
2020-01-31,24,31.900,24.150
2020-02-01,24,30.750,23.850
2020-02-02,24,29.900,23.100
2020-02-03,24,28.600,22.850
2020-02-04,24,28.250,23.500
2020-02-05,24,29.550,23.300
2020-02-06,24,29.550,22.850
2020-02-07,24,30.550,23.250
2020-02-08,24,30.850,22.200
2020-02-09,24,33.750,22.700
2020-02-10,24,25.950,23.100
2020-02-11,24,23.100,20.800
2020-02-12,24,23.200,20.150
2020-02-13,24,26.900,20.900
2020-02-14,24,28.950,18.550
2020-02-15,24,30.200,21.400
2020-02-16,24,30.750,22.900
2020-02-17,24,30.700,21.900
2020-02-18,24,33.500,22.900
2020-02-19,24,34.600,23.700
2020-02-20,24,32.950,23.150
2020-02-21,24,27.800,23.650
2020-02-22,24,28.100,21.850
2020-02-23,24,26.150,20.150
2020-02-24,24,27.250,18.850
2020-02-25,24,31.100,21.500
2020-02-26,24,30.650,23.050
2020-02-27,24,26.200,20.750
2020-02-28,24,24.800,20.650
2020-02-29,24,26.450,21.300
2020-03-01,24,24.250,21.550
2020-03-02,24,24.950,20.500
2020-03-03,24,27.150,19.350
2020-03-04,24,25.450,21.050
2020-03-05,24,27.350,17.500
2020-03-06,24,27.800,18.200
2020-03-07,23,27.800,19.300
2020-03-08,24,27.700,18.500
2020-03-09,24,28.550,21.550
2020-03-10,24,29.000,20.250
2020-03-11,24,28.600,21.300
2020-03-12,24,28.650,21.350
2020-03-13,24,29.150,20.100
2020-03-14,24,29.500,21.000
2020-03-15,24,30.750,22.850
2020-03-16,24,31.300,23.250
2020-03-17,24,29.450,22.500
2020-03-18,24,29.550,20.850
2020-03-19,24,29.000,22.550
2020-03-20,24,27.800,22.550
2020-03-21,24,24.050,20.850
2020-03-22,24,27.950,20.850
2020-03-23,24,28.400,18.400
2020-03-24,24,27.450,19.700
2020-03-25,24,27.350,17.350
2020-03-26,24,27.650,17.850
2020-03-27,24,27.850,18.150
2020-03-28,24,28.600,20.650
2020-03-29,24,28.850,22.700
2020-03-30,24,28.350,22.400
2020-03-31,24,27.950,21.250
2020-04-01,24,28.700,21.200
2020-04-02,24,28.950,20.950
2020-04-03,24,30.350,22.550
2020-04-04,24,27.750,16.350
2020-04-05,24,26.350,19.900
2020-04-06,24,27.600,21.200
2020-04-07,24,26.350,21.300
2020-04-08,24,23.550,21.100
2020-04-09,24,24.450,19.850
2020-04-10,24,25.450,19.150
2020-04-11,24,24.850,17.450
2020-04-12,24,25.400,18.400
2020-04-13,24,26.100,17.700
2020-04-14,24,28.600,19.250
2020-04-15,24,29.550,19.600
2020-04-16,24,25.300,21.050
2020-04-17,24,23.300,19.900
2020-04-18,24,26.350,18.200
2020-04-19,24,26.350,18.550
2020-04-20,24,26.750,16.650
2020-04-21,24,27.200,17.400
2020-04-22,24,27.100,17.850
2020-04-23,24,26.900,17.400
2020-04-24,24,26.700,19.600
2020-04-25,24,27.100,18.850
2020-04-26,24,28.400,17.000
2020-04-27,24,27.750,18.500
2020-04-28,24,27.000,19.350
2020-04-29,24,28.300,17.050
2020-04-30,24,29.900,16.350
2020-05-01,24,27.750,18.050
2020-05-02,24,26.950,19.600
2020-05-03,24,24.700,17.100
2020-05-04,24,25.250,15.600
2020-05-05,24,26.700,16.150
2020-05-06,24,29.100,17.550
2020-05-07,24,22.950,17.800
2020-05-08,24,23.200,16.450
2020-05-09,24,24.250,14.150
2020-05-10,24,26.000,14.800
2020-05-11,24,27.050,14.600
2020-05-12,24,27.550,14.100
2020-05-13,24,26.950,14.400
2020-05-14,24,25.850,19.550
2020-05-15,24,22.450,18.650
2020-05-16,24,24.550,17.700
2020-05-17,24,25.300,15.650
2020-05-18,23,25.650,17.100
2020-05-19,24,25.850,18.200
2020-05-20,24,26.150,19.950
2020-05-21,24,27.050,16.800
2020-05-22,24,28.650,16.750
2020-05-23,24,29.650,19.200
2020-05-24,24,22.950,20.400
2020-05-25,24,24.300,16.100
2020-05-26,24,24.200,12.450
2020-05-27,24,25.450,10.950
2020-05-28,24,24.600,12.200
2020-05-29,24,23.550,12.850
2020-05-30,24,25.700,12.850
2020-05-31,24,27.150,12.950
2020-06-01,24,27.750,12.550
2020-06-02,24,26.000,15.250
2020-06-03,24,24.950,18.450
2020-06-04,24,24.000,18.650
2020-06-05,24,24.250,20.500
2020-06-06,24,25.800,18.450
2020-06-07,24,26.300,19.750
2020-06-08,24,25.850,20.600
2020-06-09,24,27.450,18.200
2020-06-10,24,27.100,20.500
2020-06-11,24,28.650,19.500
2020-06-12,24,30.900,17.600
2020-06-13,24,31.650,18.200
2020-06-14,24,25.950,19.200
2020-06-15,24,21.250,18.650
2020-06-16,24,23.850,19.250
2020-06-17,24,24.450,18.350
2020-06-18,24,27.000,14.750
2020-06-19,24,29.050,15.150
2020-06-20,24,28.250,14.850
2020-06-21,24,30.200,17.000
2020-06-22,24,29.400,16.250
2020-06-23,24,28.100,15.700
2020-06-24,24,27.300,13.450
2020-06-25,24,28.550,14.050
2020-06-26,24,25.600,18.200
2020-06-27,24,22.550,17.350
2020-06-28,24,20.050,14.850
2020-06-29,24,21.800,16.650
2020-06-30,24,26.200,17.400
2020-07-01,24,28.600,18.500
2020-07-02,24,22.950,14.400
2020-07-03,24,22.600,16.900
2020-07-04,24,21.450,16.600
2020-07-05,24,27.700,16.300
2020-07-06,24,28.900,15.500
2020-07-07,24,26.200,18.250
2020-07-08,24,28.600,15.200
2020-07-09,24,23.850,16.900
2020-07-10,24,23.050,18.000
2020-07-11,24,28.550,15.400
2020-07-12,24,29.050,15.750
2020-07-13,24,29.800,16.800
2020-07-14,24,22.600,17.850
2020-07-15,24,19.900,16.900
2020-07-16,24,21.050,16.500
2020-07-17,24,24.300,16.100
2020-07-18,24,24.750,16.950
2020-07-19,24,26.950,15.100
2020-07-20,24,27.400,14.000
2020-07-21,23,26.900,14.050
2020-07-22,24,28.300,14.250
2020-07-23,24,27.050,14.950
2020-07-24,24,28.750,15.400
2020-07-25,24,30.200,15.100
2020-07-26,24,26.100,18.950
2020-07-27,24,28.900,16.750
2020-07-28,24,30.300,16.700
2020-07-29,24,25.450,18.000
2020-07-30,24,19.400,17.550
2020-07-31,24,21.700,16.800
2020-08-01,24,24.150,17.950
2020-08-02,24,24.050,16.050
2020-08-03,24,23.450,14.850
2020-08-04,24,24.600,14.650
2020-08-05,24,24.800,16.150
2020-08-06,24,25.600,14.200
2020-08-07,24,25.000,14.000
2020-08-08,24,24.750,14.050
2020-08-09,24,25.050,14.550
2020-08-10,24,27.650,14.550
2020-08-11,23,30.000,14.350
2020-08-12,24,26.900,15.400
2020-08-13,24,27.400,17.100
2020-08-14,24,28.400,17.700
2020-08-15,24,28.300,18.300
2020-08-16,24,21.700,18.800
2020-08-17,24,22.350,18.450
2020-08-18,24,26.100,18.350
2020-08-19,24,25.750,17.750
2020-08-20,24,22.450,18.700
2020-08-21,24,18.650,15.900
2020-08-22,24,17.800,14.750
2020-08-23,24,23.050,12.000
2020-08-24,24,23.200,12.000
2020-08-25,24,22.600,14.200
2020-08-26,24,24.700,12.000
2020-08-27,24,24.850,13.900
2020-08-28,24,27.200,15.900
2020-08-29,24,30.200,16.200
2020-08-30,24,32.700,16.400
2020-08-31,24,25.750,18.450
2020-09-01,24,24.700,20.600
2020-09-02,24,25.400,19.850
2020-09-03,24,30.850,17.400
2020-09-04,24,33.100,17.550
2020-09-05,24,27.400,21.700
2020-09-06,24,27.150,20.100
2020-09-07,24,26.150,18.200
2020-09-08,24,26.000,20.250
2020-09-09,24,26.850,21.200
2020-09-10,24,29.850,19.550
2020-09-11,24,26.700,20.500
2020-09-12,24,30.650,19.650
2020-09-13,24,28.000,18.700
2020-09-14,24,33.000,18.250
2020-09-15,24,26.000,19.550
2020-09-16,24,27.800,19.550
2020-09-17,24,29.000,18.350
2020-09-18,24,27.700,20.000
2020-09-19,24,28.050,20.250
2020-09-20,24,24.550,21.750
2020-09-21,24,24.800,19.900
2020-09-22,23,20.100,17.700
2020-09-23,24,24.000,17.650
2020-09-24,24,25.500,17.750
2020-09-25,24,27.450,18.700
2020-09-26,24,27.350,21.200
2020-09-27,24,34.200,19.150
2020-09-28,24,32.300,22.100
2020-09-29,23,26.100,21.050
2020-09-30,24,29.100,21.200
