0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,26.8
12.4,0,0,0,0,0,0,27.65
11.05,0,0,0,0,0,0,26.8
11.0,0,0,0,0,0,0,22.85
0,0,0,0,0,0,0,0
0,0,0,16.45,0,0,0,0
15.1,0,0,0,0,0,0,0
0,0,0,0,34.1,0,0,0
15.7,0,0,0,0,0,0,0
14.0,0,0,0,0,0,0,0
14.35,0,0,0,0,35.35,0,0
0,0,0,0,0,0,0,0
16.05,0,0,0,0,0,0,0
20.25,0,0,0,0,0,0,0
13.8,0,0,0,0,0,0,0
0,0,0,0,0,32.0,0,0
15.85,0,0,0,0,0,0,0
0,0,0,0,0,0,0,27.6
16.2,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
15.45,0,0,0,0,0,0,0
16.05,0,0,0,0,0,0,0
18.35,0,0,0,0,0,0,0
0,0,0,19.6,0,0,0,0
18.05,0,0,0,0,0,0,0
18.0,0,0,0,0,0,0,0
17.55,0,0,0,0,0,0,0
17.8,0,25.7,0,0,0,0,0
25.8,0,0,21.6,0,0,0,0
20.75,0,0,0,0,0,0,0
17.35,0,0,0,0,0,0,0
16.15,0,0,0,0,0,0,0
15.9,0,0,0,0,0,0,0
15.7,0,0,0,0,0,0,0
15.95,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,22.15,0,0,28.1
0,0,0,0,0,0,0,0
0,0,0,22.6,0,0,0,0
21.0,0,0,0,0,0,0,0
17.9,0,0,0,0,0,0,0
18.8,0,0,0,0,0,0,0
12.95,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
17.75,0,0,0,0,0,0,0
17.6,0,0,0,0,0,0,0
19.35,0,0,0,0,0,0,0
15.45,0,0,0,0,0,0,0
16.6,0,0,0,0,0,0,0
16.4,0,0,0,0,0,0,0
0,0,0,18.95,0,0,0,0
0,0,0,21.3,0,0,0,0
20.6,0,0,0,0,0,0,0
0,0,30.55,23.9,0,0,0,0
0,0,0,22.75,0,0,0,0
0,0,0,21.45,0,0,0,0
0,0,0,23.1,32.7,0,0,0
21.0,0,0,0,0,0,0,0
17.55,0,0,0,0,0,0,0
19.75,0,0,0,0,0,0,0
20.3,0,0,0,0,29.2,0,0
22.45,0,0,0,0,0,0,0
17.7,0,0,0,0,0,0,0
19.1,0,0,0,0,0,0,0
19.45,0,0,0,0,0,0,0
0,0,0,21.85,0,0,0,0
0,0,0,21.05,0,0,0,0
21.4,0,0,0,0,0,0,0
20.7,0,0,0,0,0,0,0
0,0,0,21.45,0,0,0,0
0,0,0,0,0,0,0,27.35
19.9,0,26.65,0,0,0,0,0
0,0,0,22.95,0,0,0,0
20.15,0,0,0,0,0,0,0
19.45,0,28.95,0,0,0,0,0
0,0,27.2,0,0,0,0,0
0,0,0,22.95,0,0,0,0
30.5,0,0,0,0,0,0,0
0,0,28.05,0,0,0,0,0
0,27.55,0,0,0,0,0,0
0,0,0,23.35,0,0,0,0
21.6,0,0,0,0,0,0,0
21.05,0,0,0,0,0,0,33.6
0,0,0,0,0,0,0,0
21.6,25.65,0,0,0,0,0,0
0,0,0,22.0,0,0,26.1,0
0,0,0,0.0,0,0,0,0
0,0,0,0.0,0,0,0,0
0,0,0,0.0,0,0,0,0
0,0,30.25,23.95,0,0,0,0
20.15,0,0,0,0,0,0,0
18.55,0,0,0,0,0,0,0
21.95,0,0,0,0,0,0,0
0,0,0,0,0,27.5,0,0
20.7,0,0,0,0,0,0,0
0,0,0,0,0,0,0,29.15
20.15,0,30.25,0,0,0,0,0
30.55,0,0,23.7,0,0,0,0
0,0,0,0,23.05,0,0,0
35.65,0,0,0,0,0,0,0
33.75,0,0,0,0,0,0,0
0,0,35.65,0,0,0,0,0
19.95,0,0,0,0,0,0,0
0,0,0,0,0,0,0,29.3
21.4,0,0,0,0,0,0,0
0,0,0,0,0,36.25,0,0
0,0,0,0,0,30.7,0,0
0,0,21.55,0,0,0,0,30.8
0,0,0,24.15,0,0,0,0
24.9,0,0,0,0,0,0,0
24.65,0,34.5,0,0,0,0,0
21.25,0,0,0,0,0,0,0
23.65,0,0,0,0,0,0,29.85
0,0,0,0,0,0,0,0
0,0,32.3,0,0,0,0,0
25.95,0,32.45,0,0,0,0,0
0,0,31.4,26.15,0,0,0,0
33.2,0,0,0,0,0,0,0
0,0,32.9,0,0,0,0,0
0,0,32.1,0,0,0,0,0
25.2,0,33.05,0,0,0,0,0
23.1,0,0,0,0,0,0,0
23.45,0,0,0,0,0,0,33.4
0,0,0,0,0,0,29.35,0
0,0,0,0,0,28.4,0,0
0,0,0,0,0,0,0,30.75
0,0,35.0,0,0,0,0,0
25.05,0,0,0,0,0,0,0
0,0,26.55,0,0,0,0,0
0,0,0,27.95,0,0,0,0
27.65,0,0,0,0,32.35,0,0
0,0,0,0,0,35.1,0,0
26.65,0,0,0,0,0,0,0
0,0,30.2,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,32.15,0,0,0,0,0
