,CD_ESTACAO,CHUVA,DC_NOME,DT_MEDICAO,HR_MEDICAO,PRE_INS,PRE_MAX,PRE_MIN,PTO_INS,PTO_MAX,PTO_MIN,RAD_GLO,TEM_INS,TEM_MAX,TEM_MIN,UF,UMD_INS,UMD_MAX,UMD_MIN,VEN_DIR,VEN_RAJ,VEN_VEL,VL_LATITUDE,VL_LONGITUDE
0,A609,0,RESENDE,2020-02-01,0000,963.9,964,963.5,18.9,19.5,18.9,-2.726,27.5,28.6,27.5,RJ,60,60,56,110,6.7,4.2,-22.45138888,-44.44499999
1,A609,0,RESENDE,2020-02-01,0100,963.9,964.1,963.9,19.6,19.6,18.9,-3.417,26,27.5,25.8,RJ,68,68,59,60,6.5,3,-22.45138888,-44.44499999
2,A609,0,RESENDE,2020-02-01,0200,964,964.1,963.9,19.9,19.9,19.4,-3.261,25.6,26.4,25.5,RJ,71,71,66,90,5.1,2.2,-22.45138888,-44.44499999
3,A609,0,RESENDE,2020-02-01,0300,963.6,964,963.6,20.2,20.3,19.8,-3.528,24.2,25.6,24.1,RJ,78,79,71,307,3.5,0.8,-22.45138888,-44.44499999
4,A609,0,RESENDE,2020-02-01,0400,963.2,963.6,963.2,20.1,20.2,19.8,-3.394,23.1,24.6,23.1,RJ,83,84,76,301,2.3,1.4,-22.45138888,-44.44499999
5,A609,0,RESENDE,2020-02-01,0500,962.9,963.2,962.9,20,20.2,19.9,-3.526,22.7,23.1,22.6,RJ,85,86,83,300,2.3,1.4,-22.45138888,-44.44499999
6,A609,0,RESENDE,2020-02-01,0600,962.7,963,962.7,19.8,20.2,19.8,-3.511,21.9,22.7,21.9,RJ,88,88,85,321,2.1,1.1,-22.45138888,-44.44499999
7,A609,0,RESENDE,2020-02-01,0700,962.5,962.7,962.4,20.1,20.2,19.9,-3.044,22.7,22.7,21.7,RJ,85,90,85,123,1.8,0.9,-22.45138888,-44.44499999
8,A609,0,RESENDE,2020-02-01,0800,962.9,962.9,962.5,20.3,20.3,19.5,-2.958,21.8,22.8,21.5,RJ,91,91,84,17,1.8,1.1,-22.45138888,-44.44499999
9,A609,0,RESENDE,2020-02-01,0900,963.5,963.5,962.9,20.1,20.5,20,14.106,21.9,22.1,21.8,RJ,90,91,90,317,1.8,0.9,-22.45138888,-44.44499999
10,A609,0,RESENDE,2020-02-01,1000,964.1,964.1,963.5,20.4,20.5,19.9,165.302,22.6,22.7,21.8,RJ,88,90,87,339,1.4,1,-22.45138888,-44.44499999
11,A609,0,RESENDE,2020-02-01,1100,964.4,964.4,964.1,21.1,21.5,20.4,1035.133,25.8,25.9,22.6,RJ,76,88,75,255,2.9,1.5,-22.45138888,-44.44499999
12,A609,0,RESENDE,2020-02-01,1200,964.5,964.5,964.3,20.9,21.6,20.6,2351.555,27.7,28,25.8,RJ,66,77,66,244,4.3,2.6,-22.45138888,-44.44499999
13,A609,0,RESENDE,2020-02-01,1300,964.1,964.5,964.1,20.2,21.9,20.2,2930.47,30.1,30.5,27.6,RJ,55,67,55,299,4.3,1.3,-22.45138888,-44.44499999
14,A609,0,RESENDE,2020-02-01,1400,963.7,964.1,963.7,20.5,21.4,19.6,1707.029,29.6,30.7,29.4,RJ,58,60,54,7,4,1.3,-22.45138888,-44.44499999
15,A609,0,RESENDE,2020-02-01,1500,962.8,963.7,962.8,18.5,21.6,18.1,2325.427,32.7,33.3,29.1,RJ,43,63,42,320,3.8,1.6,-22.45138888,-44.44499999
16,A609,0,RESENDE,2020-02-01,1600,962.1,962.8,962.1,20.3,20.9,18.6,3271.389,32,34.3,31.9,RJ,50,50,42,311,5.1,2.7,-22.45138888,-44.44499999
17,A609,5,RESENDE,2020-02-01,1700,962.1,962.3,961.6,22.3,22.5,19,871.495,25.4,32.2,25.3,RJ,83,83,47,185,10.2,1.5,-22.45138888,-44.44499999
18,A609,2,RESENDE,2020-02-01,1800,962.1,962.2,961.6,20.7,24,20.6,952.191,24.8,28.3,24.8,RJ,78,86,73,322,7.3,4.3,-22.45138888,-44.44499999
19,A609,0.6,RESENDE,2020-02-01,1900,962,962.1,961.4,22,22.2,20.8,307.845,25,25,24.1,RJ,83,86,78,115,7.3,2.4,-22.45138888,-44.44499999
20,A609,0.2,RESENDE,2020-02-01,2000,963,963.1,961.9,21.2,22.6,21.1,130.245,24.7,25.4,24.7,RJ,81,85,79,160,7.9,2.3,-22.45138888,-44.44499999
21,A609,0.4,RESENDE,2020-02-01,2100,963.1,963.1,962.9,21.1,21.7,21,37.139,23.1,25,23,RJ,88,89,81,270,4.8,1,-22.45138888,-44.44499999
22,A609,0.8,RESENDE,2020-02-01,2200,963.8,963.8,963.1,21.3,21.3,20.8,21.738,23,23.1,22.7,RJ,90,90,88,76,2.1,0.5,-22.45138888,-44.44499999
23,A609,0,RESENDE,2020-02-01,2300,964.7,964.7,963.8,21.2,21.6,21.2,-1.107,23,23.2,22.9,RJ,90,90,90,107,3.4,1.3,-22.45138888,-44.44499999
24,A609,0.4,RESENDE,2020-02-02,0000,965.3,965.3,964.7,21.3,21.3,21,-2.175,22.7,23,22.6,RJ,92,92,90,305,2.9,1.7,-22.45138888,-44.44499999
25,A609,0.2,RESENDE,2020-02-02,0100,965.5,965.6,965.3,21.4,21.5,21.2,-2.275,22.8,22.8,22.6,RJ,92,93,92,207,3.4,1.8,-22.45138888,-44.44499999
26,A609,0,RESENDE,2020-02-02,0200,965.2,965.5,965.2,21.4,21.7,21.1,-2.135,22.6,23.3,22.5,RJ,93,93,90,321,3,1.3,-22.45138888,-44.44499999
27,A609,0,RESENDE,2020-02-02,0300,965.2,965.5,965.1,21.4,21.5,21.3,-1.313,22.6,22.6,22.5,RJ,93,93,93,284,2.4,0.8,-22.45138888,-44.44499999
28,A609,0,RESENDE,2020-02-02,0400,964.7,965.2,964.7,21.1,21.5,21.1,-1.704,22.7,22.8,22.5,RJ,91,93,91,214,2.3,0.8,-22.45138888,-44.44499999
29,A609,0,RESENDE,2020-02-02,0500,964.4,964.7,964.4,20.6,21.1,20.5,-2.182,22.3,22.7,22.2,RJ,90,91,88,302,2.3,0.7,-22.45138888,-44.44499999
30,A609,0,RESENDE,2020-02-02,0600,963.6,964.5,963.6,20.4,20.6,20,-1.942,22.2,22.4,22,RJ,90,90,88,236,3.5,1.4,-22.45138888,-44.44499999
31,A609,0,RESENDE,2020-02-02,0700,963.3,963.7,963.2,20.4,20.4,20.2,-1.975,21.8,22.2,21.7,RJ,91,92,89,26,3.6,2.1,-22.45138888,-44.44499999
32,A609,0,RESENDE,2020-02-02,0800,963.2,963.3,962.9,20.4,20.5,20.1,-2.507,22,22.1,21.8,RJ,91,91,89,102,3.4,0.8,-22.45138888,-44.44499999
33,A609,0,RESENDE,2020-02-02,0900,964.1,964.1,963.2,20.4,20.5,20.2,10.328,21.8,22.1,21.7,RJ,92,92,90,252,2.5,1.5,-22.45138888,-44.44499999
34,A609,0,RESENDE,2020-02-02,1000,964.2,964.3,964.1,21.9,21.9,20.3,409.703,23.2,23.2,21.6,RJ,92,93,92,346,2.2,0.8,-22.45138888,-44.44499999
35,A609,0,RESENDE,2020-02-02,1100,964.4,964.4,964.2,21,22.1,20.7,992.275,24.7,25.1,23.2,RJ,80,92,79,208,2,0.6,-22.45138888,-44.44499999
36,A609,0,RESENDE,2020-02-02,1200,964.8,964.8,964.4,21.2,21.9,20.3,2110.836,26.7,26.8,24.5,RJ,72,82,71,76,2.9,1.1,-22.45138888,-44.44499999
37,A609,0,RESENDE,2020-02-02,1300,965,965,964.8,20.9,21.9,20.4,2381.201,27.3,28,26.3,RJ,68,74,68,186,3.3,1,-22.45138888,-44.44499999
38,A609,0,RESENDE,2020-02-02,1400,964.8,965.1,964.8,21.1,21.8,20.3,1858.327,28.1,28.2,26.9,RJ,66,71,65,42,3.2,1.4,-22.45138888,-44.44499999
39,A609,0,RESENDE,2020-02-02,1500,964.4,964.8,964.4,20.9,21.7,20.6,1984.594,28.9,29.1,28.1,RJ,62,67,62,306,3.4,1.5,-22.45138888,-44.44499999
40,A609,0,RESENDE,2020-02-02,1600,963.9,964.5,963.9,21.1,22.2,20.2,2585.325,29.8,30.6,28.6,RJ,60,66,57,31,3.8,1.3,-22.45138888,-44.44499999
41,A609,0,RESENDE,2020-02-02,1700,963.1,963.9,963.1,21,22.2,20.5,2303.711,29.5,31.3,29.4,RJ,61,62,55,171,4.7,2.1,-22.45138888,-44.44499999
42,A609,0,RESENDE,2020-02-02,1800,962.5,963.1,962.5,21.3,22.3,20.4,1018.136,29.7,30.8,29.3,RJ,61,63,57,68,5.2,2.2,-22.45138888,-44.44499999
43,A609,0,RESENDE,2020-02-02,1900,962.5,962.7,962.2,22.1,22.1,20.7,412.104,26.8,29.8,26.8,RJ,75,75,59,74,7.4,4,-22.45138888,-44.44499999
44,A609,3.4,RESENDE,2020-02-02,2000,962.7,962.9,962.3,22.8,23.5,22,299.004,25,26.8,25,RJ,88,90,75,125,8.2,2.1,-22.45138888,-44.44499999
45,A609,10,RESENDE,2020-02-02,2100,963.6,963.9,962.6,20,23,19.3,93.586,21.3,25,21.1,RJ,93,93,85,236,11.9,3.8,-22.45138888,-44.44499999
46,A609,18.2,RESENDE,2020-02-02,2200,964.6,964.6,963,20.5,20.6,20.1,36.804,21.4,21.5,21.2,RJ,95,95,93,14,7.5,1.9,-22.45138888,-44.44499999
47,A609,0,RESENDE,2020-02-02,2300,964.9,965,964.5,20.5,20.8,20.5,-0.995,21.4,21.7,21.4,RJ,95,95,95,1,4,1,-22.45138888,-44.44499999
48,A609,0,RESENDE,2020-02-03,0000,965.4,965.5,964.9,20.8,21,20.5,-0.451,21.8,22,21.3,RJ,94,95,94,93,4,2.7,-22.45138888,-44.44499999
49,A609,0,RESENDE,2020-02-03,0100,965.8,965.9,965.4,20.7,20.8,20.6,0.332,21.8,21.9,21.7,RJ,94,94,93,113,4,1.2,-22.45138888,-44.44499999
50,A609,0,RESENDE,2020-02-03,0200,965.9,966,965.7,20.8,20.9,20.7,0.383,22.1,22.1,21.8,RJ,93,94,93,100,3.4,0.8,-22.45138888,-44.44499999
51,A609,0,RESENDE,2020-02-03,0300,965.2,965.9,965.2,21,21,20.7,0.003,22.1,22.1,21.9,RJ,93,93,93,349,1.4,0.3,-22.45138888,-44.44499999
52,A609,0,RESENDE,2020-02-03,0400,964.8,965.2,964.7,21.2,21.2,20.8,-0.183,22.3,22.3,22,RJ,94,94,93,110,1.9,1.2,-22.45138888,-44.44499999
53,A609,0,RESENDE,2020-02-03,0500,964.1,964.8,964.1,21,21.2,21,-0.385,22.1,22.4,22.1,RJ,93,94,93,61,3.2,1.4,-22.45138888,-44.44499999
54,A609,0,RESENDE,2020-02-03,0600,963.6,964.1,963.6,21,21.1,20.9,0.454,22.1,22.1,22,RJ,94,94,93,79,2.3,0.8,-22.45138888,-44.44499999
55,A609,1,RESENDE,2020-02-03,0700,963.8,964,963.5,21,21.3,21,0.792,22.1,22.4,22.1,RJ,94,94,93,294,3.1,1.9,-22.45138888,-44.44499999
56,A609,4.2,RESENDE,2020-02-03,0800,963.5,963.8,963.5,20.9,21,20.8,-0.286,21.8,22.1,21.8,RJ,94,94,94,74,3.1,0.6,-22.45138888,-44.44499999
57,A609,0.4,RESENDE,2020-02-03,0900,963.7,963.7,963.2,21,21.1,20.8,1.462,22,22,21.8,RJ,94,95,94,91,3.5,1.6,-22.45138888,-44.44499999
58,A609,0,RESENDE,2020-02-03,1000,964.1,964.2,963.7,21.4,21.5,21,82.566,22.4,22.4,21.9,RJ,95,95,94,107,2.5,1.4,-22.45138888,-44.44499999
59,A609,0.2,RESENDE,2020-02-03,1100,964.6,964.6,964.1,21.8,21.8,21.4,181.321,23.2,23.2,22.3,RJ,92,95,92,134,3.3,1.1,-22.45138888,-44.44499999
60,A609,0,RESENDE,2020-02-03,1200,964.4,964.7,964.4,21.1,22.1,21,995.764,24.5,24.9,23.2,RJ,82,92,81,130,3.8,1.6,-22.45138888,-44.44499999
61,A609,0,RESENDE,2020-02-03,1300,964.1,964.4,964.1,21.1,22.5,20.8,1339.885,25.4,26,24.5,RJ,77,83,76,115,4,2,-22.45138888,-44.44499999
62,A609,0,RESENDE,2020-02-03,1400,964,964.2,964,21.6,22.2,20.8,1209.006,26.7,26.9,25.4,RJ,74,78,72,292,5.2,1.9,-22.45138888,-44.44499999
63,A609,0,RESENDE,2020-02-03,1500,963.4,964,963.4,21.6,22.9,21.4,1909.724,28.1,28.5,26.6,RJ,68,77,67,233,5.2,1.3,-22.45138888,-44.44499999
64,A609,0,RESENDE,2020-02-03,1600,962.6,963.4,962.6,21.1,23.1,20.7,3057.867,28.9,30.2,28.1,RJ,63,69,61,296,4,1.5,-22.45138888,-44.44499999
65,A609,0.4,RESENDE,2020-02-03,1700,962.1,962.6,962.1,23,23.9,20.9,1626.012,27.2,30.2,26.7,RJ,78,83,60,293,5.5,2.3,-22.45138888,-44.44499999
66,A609,0,RESENDE,2020-02-03,1800,960.7,962,960.7,23.3,23.6,22.5,1642.394,27.7,27.9,27,RJ,77,81,74,323,5.4,3.3,-22.45138888,-44.44499999
67,A609,0,RESENDE,2020-02-03,1900,960.1,960.7,959.9,21.7,23.9,21.7,1534.672,28.2,29.3,27.7,RJ,68,77,67,345,4.8,2.3,-22.45138888,-44.44499999
68,A609,0,RESENDE,2020-02-03,2000,960,960.1,959.9,22.9,23.6,21.5,687.374,28.5,28.5,27.5,RJ,72,77,67,327,3.6,1.1,-22.45138888,-44.44499999
69,A609,12,RESENDE,2020-02-03,2100,961.2,961.6,960,20.4,23,20.2,64.555,21.8,28.5,21.8,RJ,92,92,69,83,13.1,6.5,-22.45138888,-44.44499999
70,A609,5.6,RESENDE,2020-02-03,2200,962.8,962.8,961.2,21.3,21.3,20.4,50.126,22.2,22.2,21.6,RJ,94,95,92,132,10.7,2.2,-22.45138888,-44.44499999
71,A609,0,RESENDE,2020-02-03,2300,963.2,963.2,962.7,20.8,21.3,20.5,0.322,22.1,22.4,22,RJ,92,94,91,122,4.3,0.7,-22.45138888,-44.44499999
72,A609,9.8,RESENDE,2020-02-04,0000,964.8,964.8,963.2,20.4,20.9,20.4,0.142,21.5,22.3,21.5,RJ,94,94,91,203,6.2,1.3,-22.45138888,-44.44499999
73,A609,1,RESENDE,2020-02-04,0100,965.6,965.6,964.8,20.9,20.9,20.4,-0.158,21.9,21.9,21.4,RJ,94,94,94,292,3.5,1.9,-22.45138888,-44.44499999
74,A609,6.2,RESENDE,2020-02-04,0200,965.3,966.1,965.3,20.4,20.9,20.3,-0.09,21.4,21.9,21.2,RJ,94,94,94,23,7.7,1.4,-22.45138888,-44.44499999
75,A609,0.4,RESENDE,2020-02-04,0300,964.6,965.3,964.5,19.9,20.6,19.9,-0.463,20.9,21.6,20.9,RJ,94,94,94,334,2.5,1.5,-22.45138888,-44.44499999
76,A609,0,RESENDE,2020-02-04,0400,964.3,964.6,964.3,20.1,20.3,19.9,-0.74,21.1,21.3,20.9,RJ,94,94,94,323,2.2,0.5,-22.45138888,-44.44499999
77,A609,0,RESENDE,2020-02-04,0500,963.4,964.3,963.3,19.8,20.1,19.7,-1.432,20.8,21.1,20.6,RJ,94,94,94,276,2.5,1.1,-22.45138888,-44.44499999
78,A609,0,RESENDE,2020-02-04,0600,963,963.4,963,19.5,19.9,19.5,-0.988,20.6,20.9,20.6,RJ,94,94,94,323,3,1,-22.45138888,-44.44499999
79,A609,0,RESENDE,2020-02-04,0700,962.5,963,962.5,19.6,19.6,19.4,-1.177,20.5,20.6,20.4,RJ,95,95,94,339,2.6,1.1,-22.45138888,-44.44499999
80,A609,0,RESENDE,2020-02-04,0800,963.2,963.2,962.5,19.9,19.9,19.6,-1.58,20.9,20.9,20.5,RJ,94,95,94,90,2.1,0.8,-22.45138888,-44.44499999
81,A609,0.2,RESENDE,2020-02-04,0900,963.4,963.5,963.2,20,20.1,19.9,-0.238,20.9,21,20.8,RJ,94,94,94,74,1.9,0.6,-22.45138888,-44.44499999
82,A609,0,RESENDE,2020-02-04,1000,963.7,963.8,963.4,20.4,20.4,19.9,23.576,21.4,21.4,20.8,RJ,94,94,94,129,2.1,1,-22.45138888,-44.44499999
83,A609,0,RESENDE,2020-02-04,1100,964.1,964.1,963.7,20.7,20.8,20.3,117.178,22,22.1,21.3,RJ,92,94,92,335,1.7,1,-22.45138888,-44.44499999
84,A609,0,RESENDE,2020-02-04,1200,964.6,964.7,964.1,20.8,21.2,20.6,417.199,23.2,23.2,21.9,RJ,87,92,87,102,2,0.4,-22.45138888,-44.44499999
85,A609,0,RESENDE,2020-02-04,1300,965,965,964.6,20.9,21.3,20.5,701.044,23.7,24.2,23.1,RJ,84,86,83,287,2.2,0.7,-22.45138888,-44.44499999
