,VEN_DIR,DT_MEDICAO,DC_NOME,CHUVA,PRE_INS,VL_LATITUDE,PRE_MIN,UMD_MAX,PRE_MAX,VEN_VEL,UF,PTO_MIN,TEM_MAX,RAD_GLO,PTO_INS,VEN_RAJ,TEM_INS,UMD_INS,CD_ESTACAO,TEM_MIN,VL_LONGITUDE,HR_MEDICAO,UMD_MIN,PTO_MAX
21,159,2020-09-01,ARRAIAL DO CABO,0,1023.3,-22.97527777,1023.1,,1023.4,2.9,RJ,,23,71.163,,9.7,22.6,,A606,22.6,-42.02138888,2100,,
22,27,2020-09-01,ARRAIAL DO CABO,0,1023.6,-22.97527777,1023.2,,1023.7,2.6,RJ,,22.6,-1.679,,8.2,22.4,,A606,22.4,-42.02138888,2200,,
23,117,2020-09-01,ARRAIAL DO CABO,0,1024.3,-22.97527777,1023.5,,1024.3,2.5,RJ,,22.4,-1.403,,10.4,22.4,,A606,22.3,-42.02138888,2300,,
24,131,2020-09-02,ARRAIAL DO CABO,0,1024.5,-22.97527777,1024.3,,1024.6,3.2,RJ,,22.7,-1.897,,8.4,22.7,,A606,22.3,-42.02138888,0000,,
25,135,2020-09-02,ARRAIAL DO CABO,0,1024.3,-22.97527777,1024.3,100,1024.6,3.7,RJ,22.7,22.8,-2.516,22.7,9.3,22.7,100,A606,22.7,-42.02138888,0100,100,22.8
26,107,2020-09-02,ARRAIAL DO CABO,0,1024.1,-22.97527777,1024.1,100,1024.3,5.3,RJ,22.6,22.9,-3.251,22.6,9,22.6,100,A606,22.6,-42.02138888,0200,100,22.9
27,114,2020-09-02,ARRAIAL DO CABO,0,1024,-22.97527777,1024,,1024.2,4.8,RJ,,22.8,-3.267,,8.6,22.6,,A606,22.5,-42.02138888,0300,,
28,80,2020-09-02,ARRAIAL DO CABO,0,1023.3,-22.97527777,1023.3,,1024,3.2,RJ,,22.6,-3.364,,7.4,22,,A606,22,-42.02138888,0400,,
29,92,2020-09-02,ARRAIAL DO CABO,0,1023,-22.97527777,1023,,1023.3,3.9,RJ,,22.1,-2.9,,5.4,22.1,,A606,21.8,-42.02138888,0500,,
30,91,2020-09-02,ARRAIAL DO CABO,0,1022.7,-22.97527777,1022.5,,1023,3.2,RJ,,22.1,-2.955,,5.3,21.8,,A606,21.8,-42.02138888,0600,,
31,90,2020-09-02,ARRAIAL DO CABO,0,1022.3,-22.97527777,1022.3,,1022.7,2.5,RJ,,21.9,-3.127,,4.4,21.4,,A606,21.4,-42.02138888,0700,,
32,93,2020-09-02,ARRAIAL DO CABO,0,1022.4,-22.97527777,1022.2,,1022.4,5,RJ,,21.6,-3.532,,7.1,21.6,,A606,21.4,-42.02138888,0800,,
33,81,2020-09-02,ARRAIAL DO CABO,0,1022.9,-22.97527777,1022.3,,1022.9,2.9,RJ,,21.6,-3.172,,6.3,21.4,,A606,21.3,-42.02138888,0900,,
34,90,2020-09-02,ARRAIAL DO CABO,0,1023.4,-22.97527777,1022.9,,1023.4,2.6,RJ,,21.8,129.672,,5,21.8,,A606,21.2,-42.02138888,1000,,
35,73,2020-09-02,ARRAIAL DO CABO,0,1023.7,-22.97527777,1023.4,,1023.7,2.4,RJ,,22.9,515.146,,4.4,22.8,,A606,21.7,-42.02138888,1100,,
36,111,2020-09-02,ARRAIAL DO CABO,0,1024.4,-22.97527777,1023.7,,1024.4,4.2,RJ,,23.3,934.45,22.4,6.9,22.5,99,A606,22.5,-42.02138888,1200,,
37,107,2020-09-02,ARRAIAL DO CABO,0,1024.4,-22.97527777,1024.3,100,1024.5,3.1,RJ,22.2,24.3,1284.985,22.6,6.7,24.1,91,A606,22.3,-42.02138888,1300,91,23.4
38,67,2020-09-02,ARRAIAL DO CABO,0,1023.7,-22.97527777,1023.7,92,1024.4,3.7,RJ,20.3,26.5,3088.531,21.4,5.1,26.2,75,A606,24.2,-42.02138888,1400,74,22.9
39,76,2020-09-02,ARRAIAL DO CABO,0,1022.8,-22.97527777,1022.8,78,1023.7,3,RJ,20.9,27.4,3396.494,21.3,5.2,27.4,69,A606,26,-42.02138888,1500,69,22.5
40,78,2020-09-02,ARRAIAL DO CABO,0,1021.8,-22.97527777,1021.8,76,1022.8,5.2,RJ,20.4,27.4,3103.789,21.4,6.3,26.2,75,A606,25.9,-42.02138888,1600,68,21.4
41,85,2020-09-02,ARRAIAL DO CABO,0,1020.9,-22.97527777,1020.9,82,1021.8,4.9,RJ,21.5,26.2,2739.645,22.2,6.5,25.7,81,A606,25.6,-42.02138888,1700,75,22.5
42,91,2020-09-02,ARRAIAL DO CABO,0,1020.1,-22.97527777,1020.1,86,1020.9,5.7,RJ,21.9,26.1,2176.391,22.2,7.1,24.7,86,A606,24.7,-42.02138888,1800,79,22.5
43,89,2020-09-02,ARRAIAL DO CABO,0,1020,-22.97527777,1020,97,1020.2,5,RJ,22.3,24.7,1469.479,23.6,7.5,24.2,97,A606,24.2,-42.02138888,1900,86,23.7
44,91,2020-09-02,ARRAIAL DO CABO,0,1019.8,-22.97527777,1019.7,,1020,6.4,RJ,,24.3,499.725,,7.9,22.8,,A606,22.8,-42.02138888,2000,,
45,91,2020-09-02,ARRAIAL DO CABO,0,1019.7,-22.97527777,1019.7,,1019.8,7.5,RJ,,22.8,56.687,,9.1,22.4,,A606,22.2,-42.02138888,2100,,
46,83,2020-09-02,ARRAIAL DO CABO,0,1019.7,-22.97527777,1019.6,,1019.8,7.9,RJ,,22.4,-2.993,,10.6,22.1,,A606,22,-42.02138888,2200,,
47,72,2020-09-02,ARRAIAL DO CABO,0,1020.1,-22.97527777,1019.7,,1020.1,8.3,RJ,,22.2,-2.48,,11.3,22.1,,A606,22,-42.02138888,2300,,
48,78,2020-09-03,ARRAIAL DO CABO,0,1020.3,-22.97527777,1020,,1020.4,7.7,RJ,,22.1,-2.412,,11.3,21.9,,A606,21.9,-42.02138888,0000,,
49,73,2020-09-03,ARRAIAL DO CABO,0,1020.6,-22.97527777,1020.3,,1020.6,8.3,RJ,,22.1,-3.099,,11.2,22,,A606,21.8,-42.02138888,0100,,
50,70,2020-09-03,ARRAIAL DO CABO,0,1020.4,-22.97527777,1020.4,,1020.6,6.3,RJ,,22,-3.54,,11.2,21.9,,A606,21.7,-42.02138888,0200,,
51,67,2020-09-03,ARRAIAL DO CABO,0,1020.1,-22.97527777,1020.1,,1020.5,7.8,RJ,,22,-3.54,21.9,11.4,21.9,100,A606,21.6,-42.02138888,0300,,
52,66,2020-09-03,ARRAIAL DO CABO,0,1019.6,-22.97527777,1019.6,,1020.1,7.1,RJ,,21.9,-3.54,,11.5,21.7,,A606,21.7,-42.02138888,0400,,
53,67,2020-09-03,ARRAIAL DO CABO,0,1019.2,-22.97527777,1019.2,,1019.6,7,RJ,,21.7,-3.539,,9.7,21.7,,A606,21.5,-42.02138888,0500,,
54,64,2020-09-03,ARRAIAL DO CABO,0,1018.7,-22.97527777,1018.7,,1019.2,6.7,RJ,,21.7,-3.488,,11.1,21.6,,A606,21.5,-42.02138888,0600,,
55,68,2020-09-03,ARRAIAL DO CABO,0,1018.7,-22.97527777,1018.6,,1018.8,6.9,RJ,,21.8,-3.501,,9.8,21.8,,A606,21.6,-42.02138888,0700,,
56,57,2020-09-03,ARRAIAL DO CABO,0,1018.7,-22.97527777,1018.6,,1018.7,6.4,RJ,,21.8,-3.175,,9.6,21.7,,A606,21.6,-42.02138888,0800,,
57,58,2020-09-03,ARRAIAL DO CABO,0,1019.2,-22.97527777,1018.7,,1019.2,6.3,RJ,,21.7,-1.423,,9.5,21.6,,A606,21.6,-42.02138888,0900,,
58,54,2020-09-03,ARRAIAL DO CABO,0,1019.6,-22.97527777,1019.2,,1019.6,7.2,RJ,,22.1,271.036,,10.1,22.1,,A606,21.4,-42.02138888,1000,,
59,56,2020-09-03,ARRAIAL DO CABO,0,1020.1,-22.97527777,1019.6,100,1020.1,7.7,RJ,22.3,22.9,1085.47,22.5,10.5,22.9,97,A606,22.1,-42.02138888,1100,97,22.6
60,60,2020-09-03,ARRAIAL DO CABO,0,1020,-22.97527777,1020,97,1020.3,8.3,RJ,22.2,23.7,1907.774,22.2,11.6,23.6,92,A606,22.9,-42.02138888,1200,92,22.6
61,60,2020-09-03,ARRAIAL DO CABO,0,1019.7,-22.97527777,1019.7,92,1020,7.6,RJ,22,24.4,2559.909,22.4,12.7,24.3,89,A606,23.6,-42.02138888,1300,89,22.6
62,68,2020-09-03,ARRAIAL DO CABO,0,1019,-22.97527777,1019,90,1019.7,7.3,RJ,22,24.8,2991.378,22.4,12.4,24.7,87,A606,24.3,-42.02138888,1400,86,22.6
63,76,2020-09-03,ARRAIAL DO CABO,0,1018.1,-22.97527777,1018.1,87,1019,7.5,RJ,21.9,25.2,3172.489,22.4,12.1,25,85,A606,24.7,-42.02138888,1500,83,22.8
64,73,2020-09-03,ARRAIAL DO CABO,0,1016.9,-22.97527777,1016.9,90,1018.1,8.4,RJ,22.4,25.1,3106.283,22.9,11.6,24.7,90,A606,24.6,-42.02138888,1600,86,23.1
65,72,2020-09-03,ARRAIAL DO CABO,0,1015.7,-22.97527777,1015.7,90,1016.9,9.1,RJ,22,24.9,2781.24,22.3,11.9,24.7,87,A606,24.6,-42.02138888,1700,86,23.1
66,71,2020-09-03,ARRAIAL DO CABO,0,1015.1,-22.97527777,1015.1,88,1015.7,9,RJ,21.8,24.7,2231.961,22.1,12.8,24.3,87,A606,24.2,-42.02138888,1800,85,22.4
67,75,2020-09-03,ARRAIAL DO CABO,0,1014.9,-22.97527777,1014.8,91,1015.1,7.5,RJ,21.8,24.5,1488.72,22.3,12.5,24,90,A606,24,-42.02138888,1900,86,22.5
68,67,2020-09-03,ARRAIAL DO CABO,0,1014.6,-22.97527777,1014.5,92,1014.9,10.2,RJ,21.2,24,678.882,21.4,15.5,23.2,89,A606,23.2,-42.02138888,2000,88,22.4
69,69,2020-09-03,ARRAIAL DO CABO,0,1014.9,-22.97527777,1014.5,98,1014.9,9.6,RJ,21.4,23.3,48.537,22.4,16.4,22.8,98,A606,22.7,-42.02138888,2100,89,22.4
70,60,2020-09-03,ARRAIAL DO CABO,0,1015.2,-22.97527777,1014.9,100,1015.2,8,RJ,22.4,22.8,-3.54,,16.4,22.5,,A606,22.5,-42.02138888,2200,98,22.7
71,55,2020-09-03,ARRAIAL DO CABO,0,1015.6,-22.97527777,1015.2,,1015.7,9.5,RJ,,22.7,-3.54,22.6,14.7,22.6,100,A606,22.4,-42.02138888,2300,,
72,60,2020-09-04,ARRAIAL DO CABO,0,1016,-22.97527777,1015.6,100,1016.1,9.5,RJ,22.6,22.7,-3.536,22.7,17.6,22.7,100,A606,22.6,-42.02138888,0000,100,22.7
73,45,2020-09-04,ARRAIAL DO CABO,0,1016,-22.97527777,1015.9,100,1016.2,7.4,RJ,22.6,22.7,-3.54,22.7,18.2,22.7,100,A606,22.6,-42.02138888,0100,100,22.7
74,44,2020-09-04,ARRAIAL DO CABO,0,1016,-22.97527777,1015.9,100,1016.1,7.5,RJ,22.3,22.9,-3.54,22.4,15.8,22.8,97,A606,22.7,-42.02138888,0200,97,22.7
75,60,2020-09-04,ARRAIAL DO CABO,0,1015.6,-22.97527777,1015.6,100,1016.1,6.9,RJ,22.3,22.8,-3.54,22.6,16.6,22.6,100,A606,22.6,-42.02138888,0300,97,22.6
76,57,2020-09-04,ARRAIAL DO CABO,0,1015.3,-22.97527777,1015.2,,1015.7,5.7,RJ,,22.6,-3.54,,14,22.2,,A606,22.2,-42.02138888,0400,,
77,54,2020-09-04,ARRAIAL DO CABO,0,1014.8,-22.97527777,1014.8,,1015.3,5.5,RJ,,22.3,-3.54,22,10.6,22,100,A606,22,-42.02138888,0500,,
78,56,2020-09-04,ARRAIAL DO CABO,0,1014.7,-22.97527777,1014.6,100,1014.8,3.8,RJ,21.9,22.1,-3.54,22,8.6,22,100,A606,21.9,-42.02138888,0600,100,22.1
79,101,2020-09-04,ARRAIAL DO CABO,0,1014.7,-22.97527777,1014.6,100,1014.7,4,RJ,21.9,22.3,-3.54,,6.5,22,,A606,22,-42.02138888,0700,99,22.3
80,88,2020-09-04,ARRAIAL DO CABO,0,1015.4,-22.97527777,1014.7,,1015.4,3.7,RJ,,22.1,-3.54,,6.4,21.9,,A606,21.6,-42.02138888,0800,,
81,85,2020-09-04,ARRAIAL DO CABO,0,1016.2,-22.97527777,1015.4,,1016.2,3.6,RJ,,22.1,-3.267,21.7,5.9,21.7,100,A606,21.5,-42.02138888,0900,,
82,71,2020-09-04,ARRAIAL DO CABO,0,1016.8,-22.97527777,1016.2,100,1016.8,4.1,RJ,21.6,22.5,258.058,22,6.3,22.5,97,A606,21.6,-42.02138888,1000,97,22.3
83,62,2020-09-04,ARRAIAL DO CABO,0,1017.5,-22.97527777,1016.8,97,1017.5,5.3,RJ,20.5,24,1061.231,20.7,7.7,24,82,A606,22.5,-42.02138888,1100,81,22
84,82,2020-09-04,ARRAIAL DO CABO,0,1018.1,-22.97527777,1017.5,82,1018.2,5.2,RJ,20.1,25.1,1862.479,21.3,8.6,24.9,80,A606,24,-42.02138888,1200,77,21.4
85,64,2020-09-04,ARRAIAL DO CABO,0,1018.2,-22.97527777,1018.1,85,1018.2,6,RJ,20.4,25.4,2486.706,20.4,7.3,25.4,74,A606,24.7,-42.02138888,1300,74,22.4
86,62,2020-09-04,ARRAIAL DO CABO,0,1017.6,-22.97527777,1017.5,74,1018.2,5.4,RJ,19.9,26.8,2956.27,20,9.6,26.7,66,A606,25.3,-42.02138888,1400,66,20.6
87,93,2020-09-04,ARRAIAL DO CABO,0,1017.2,-22.97527777,1017.2,79,1017.6,4.8,RJ,19.8,27.5,3118.299,22.1,8,26.3,78,A606,25.6,-42.02138888,1500,63,22.2
88,110,2020-09-04,ARRAIAL DO CABO,0,1016.7,-22.97527777,1016.6,78,1017.2,4.6,RJ,20.8,26.9,3039.468,21.4,7.6,26.3,75,A606,26.1,-42.02138888,1600,71,22.3
89,93,2020-09-04,ARRAIAL DO CABO,0,1016,-22.97527777,1016,75,1016.7,4.1,RJ,20.1,27,2716.981,20.9,6.9,27,70,A606,26.2,-42.02138888,1700,67,22
90,91,2020-09-04,ARRAIAL DO CABO,0,1015.5,-22.97527777,1015.5,70,1016,4.7,RJ,19.8,27.1,2146.122,20.2,7.4,26.7,68,A606,26.5,-42.02138888,1800,65,20.8
91,93,2020-09-04,ARRAIAL DO CABO,0,1015.3,-22.97527777,1015.2,77,1015.5,4.3,RJ,19.2,26.8,1396.132,21.3,8.4,25.6,77,A606,25.6,-42.02138888,1900,64,21.4
92,84,2020-09-04,ARRAIAL DO CABO,0,1015.5,-22.97527777,1015.3,79,1015.5,6.1,RJ,19.1,25.7,621.568,19.1,9.4,24.7,71,A606,24.7,-42.02138888,2000,70,21.8
93,73,2020-09-04,ARRAIAL DO CABO,0,1015.9,-22.97527777,1015.5,74,1015.9,5.9,RJ,18.9,24.7,53.74,19,9.4,23.9,74,A606,23.9,-42.02138888,2100,71,19.4
94,61,2020-09-04,ARRAIAL DO CABO,0,1016.5,-22.97527777,1015.9,75,1016.5,6.3,RJ,18.3,24.3,-3.54,18.3,9.9,24.2,69,A606,23.7,-42.02138888,2200,69,19.3
95,84,2020-09-04,ARRAIAL DO CABO,0,1017.3,-22.97527777,1016.5,78,1017.3,4.8,RJ,18.3,24.3,-3.54,19.4,10.1,23.6,77,A606,23.6,-42.02138888,2300,69,19.5
96,346,2020-09-05,ARRAIAL DO CABO,0,1018.6,-22.97527777,1017.3,80,1018.6,2,RJ,18.6,23.9,-3.54,18.6,7.5,23.9,72,A606,23.3,-42.02138888,0000,72,19.7
97,284,2020-09-05,ARRAIAL DO CABO,0,1019.2,-22.97527777,1018.3,100,1019.2,2.7,RJ,18.4,24.4,-3.235,,7.2,22.9,,A606,22.9,-42.02138888,0100,71,23
98,272,2020-09-05,ARRAIAL DO CABO,0,1019.6,-22.97527777,1019.2,,1019.6,4.7,RJ,,22.9,-0.76,,9.3,22.4,,A606,22.4,-42.02138888,0200,,
99,268,2020-09-05,ARRAIAL DO CABO,0,1019.5,-22.97527777,1019.5,,1019.7,4.9,RJ,,22.4,-3.033,,9.7,22.2,,A606,22.2,-42.02138888,0300,,
100,259,2020-09-05,ARRAIAL DO CABO,0,1019.1,-22.97527777,1019,,1019.6,5,RJ,,22.3,-3.324,,9.6,22.1,,A606,22.1,-42.02138888,0400,,
101,257,2020-09-05,ARRAIAL DO CABO,0,1018.6,-22.97527777,1018.6,,1019.1,4.2,RJ,,22.1,-3.54,,10.6,22,,A606,22,-42.02138888,0500,,
102,256,2020-09-05,ARRAIAL DO CABO,0,1018.4,-22.97527777,1018.3,,1018.6,4.3,RJ,,22.1,-3.434,,8.3,22.1,,A606,22,-42.02138888,0600,,
103,257,2020-09-05,ARRAIAL DO CABO,0,1018.6,-22.97527777,1018.4,,1018.6,4.3,RJ,,22.3,-0.855,,10,22.2,,A606,22.1,-42.02138888,0700,,
104,253,2020-09-05,ARRAIAL DO CABO,0,1019.4,-22.97527777,1018.6,,1019.4,4.3,RJ,,22.3,-2.029,,8.8,22.3,,A606,22.2,-42.02138888,0800,,
105,260,2020-09-05,ARRAIAL DO CABO,0,1020.3,-22.97527777,1019.4,,1020.3,4.6,RJ,,22.3,-0.184,,8.3,22.3,,A606,22.2,-42.02138888,0900,,
106,262,2020-09-05,ARRAIAL DO CABO,0,1020.8,-22.97527777,1020.3,,1020.8,4.7,RJ,,22.6,209.544,,10.7,22.6,,A606,22.3,-42.02138888,1000,,
107,263,2020-09-05,ARRAIAL DO CABO,0,1021.5,-22.97527777,1020.8,,1021.5,4.2,RJ,,23.3,815.982,23.3,8.8,23.3,100,A606,22.6,-42.02138888,1100,,
108,269,2020-09-05,ARRAIAL DO CABO,0,1021.7,-22.97527777,1021.5,100,1021.7,4.5,RJ,23.4,24,1152.536,23.5,8,24,97,A606,23.3,-42.02138888,1200,97,23.7
109,273,2020-09-05,ARRAIAL DO CABO,0,1021.6,-22.97527777,1021.6,97,1021.8,4,RJ,23.1,24.8,2338.932,23.1,7.6,24.6,91,A606,23.9,-42.02138888,1300,91,23.8
110,267,2020-09-05,ARRAIAL DO CABO,0,1021.1,-22.97527777,1021.1,92,1021.6,3.6,RJ,22.9,25.4,2840.24,23.5,7.7,25.4,89,A606,24.6,-42.02138888,1400,87,23.5
111,252,2020-09-05,ARRAIAL DO CABO,0,1020.4,-22.97527777,1020.4,89,1021.1,4.4,RJ,22.7,25.9,3031.571,22.8,7.5,25.2,87,A606,25.1,-42.02138888,1500,85,23.7
112,250,2020-09-05,ARRAIAL DO CABO,0,1019.5,-22.97527777,1019.5,89,1020.4,3.6,RJ,22.6,26.1,2996.05,22.9,7.5,25.8,84,A606,25.1,-42.02138888,1600,83,23.5
113,239,2020-09-05,ARRAIAL DO CABO,0,1019,-22.97527777,1019,93,1019.5,3.1,RJ,22.5,26.2,2690.028,23.2,5.6,25,90,A606,24.5,-42.02138888,1700,81,23.9
114,194,2020-09-05,ARRAIAL DO CABO,0,1018.4,-22.97527777,1018.4,100,1019,3.8,RJ,22.7,25.6,2137.569,23.9,5.7,24.5,96,A606,23.9,-42.02138888,1800,87,24.2
115,194,2020-09-05,ARRAIAL DO CABO,0,1018.2,-22.97527777,1018.2,96,1018.4,4.2,RJ,22.4,25.1,1433.014,22.4,6,24.6,87,A606,24.4,-42.02138888,1900,87,24
116,71,2020-09-05,ARRAIAL DO CABO,0,1018.2,-22.97527777,1018.1,93,1018.2,4.2,RJ,20.1,25.4,625.013,22.5,6,23.6,93,A606,23.6,-42.02138888,2000,73,22.5
117,71,2020-09-05,ARRAIAL DO CABO,0,1018.5,-22.97527777,1018.2,,1018.5,3.6,RJ,,23.6,56.927,,5.9,22.4,,A606,22.4,-42.02138888,2100,,
118,86,2020-09-05,ARRAIAL DO CABO,0,1019,-22.97527777,1018.5,,1019,3.2,RJ,,22.4,-3.54,,4.9,22.1,,A606,22,-42.02138888,2200,,
119,91,2020-09-05,ARRAIAL DO CABO,0,1019.4,-22.97527777,1019,,1019.4,2.9,RJ,,22.2,-2.835,,4.3,22.1,,A606,22,-42.02138888,2300,,
120,74,2020-09-06,ARRAIAL DO CABO,0,1019.1,-22.97527777,1019.1,,1019.4,4,RJ,,22.1,-3.178,,5.6,21.8,,A606,21.8,-42.02138888,0000,,
121,68,2020-09-06,ARRAIAL DO CABO,0,1018.9,-22.97527777,1018.9,,1019.2,3.8,RJ,,21.8,-3.535,,6.2,21.6,,A606,21.6,-42.02138888,0100,,
122,41,2020-09-06,ARRAIAL DO CABO,0,1018.7,-22.97527777,1018.7,,1019,3.8,RJ,,21.6,-3.276,,6.7,21.4,,A606,21.4,-42.02138888,0200,,
123,71,2020-09-06,ARRAIAL DO CABO,0,1018.2,-22.97527777,1018.1,,1018.7,3.4,RJ,,21.6,-3.54,,8,21.6,,A606,21.4,-42.02138888,0300,,
124,49,2020-09-06,ARRAIAL DO CABO,0,1017.4,-22.97527777,1017.4,,1018.2,8.2,RJ,,22.4,-3.54,22.3,11.7,22.3,100,A606,21.5,-42.02138888,0400,,
125,53,2020-09-06,ARRAIAL DO CABO,0,1016.9,-22.97527777,1016.9,,1017.4,6.3,RJ,,22.3,-3.54,,13.2,22.1,,A606,22,-42.02138888,0500,,
126,62,2020-09-06,ARRAIAL DO CABO,0,1016.2,-22.97527777,1016.2,,1016.9,7.6,RJ,,22.1,-3.339,,11.3,21.9,,A606,21.9,-42.02138888,0600,,
127,70,2020-09-06,ARRAIAL DO CABO,0,1016.1,-22.97527777,1016.1,,1016.2,6.2,RJ,,22.1,-1.967,,11.3,22,,A606,21.9,-42.02138888,0700,,
128,68,2020-09-06,ARRAIAL DO CABO,0,1016.2,-22.97527777,1016,,1016.2,6.2,RJ,,22,-2.137,,9.5,21.9,,A606,21.8,-42.02138888,0800,,
129,60,2020-09-06,ARRAIAL DO CABO,0,1016.4,-22.97527777,1016.2,,1016.4,5.4,RJ,,21.9,0.102,,9.7,21.8,,A606,21.8,-42.02138888,0900,,
130,53,2020-09-06,ARRAIAL DO CABO,0,1016.5,-22.97527777,1016.4,,1016.6,4.6,RJ,,21.9,101.436,,8.6,21.8,,A606,21.7,-42.02138888,1000,,
131,58,2020-09-06,ARRAIAL DO CABO,0,1016.7,-22.97527777,1016.5,,1016.7,4.5,RJ,,21.9,338.261,,7.6,21.9,,A606,21.5,-42.02138888,1100,,
132,72,2020-09-06,ARRAIAL DO CABO,0,1016.7,-22.97527777,1016.6,100,1016.8,5,RJ,,23.4,1407.252,22.8,7.6,23.4,96,A606,21.9,-42.02138888,1200,95,
133,73,2020-09-06,ARRAIAL DO CABO,0,1016.5,-22.97527777,1016.5,96,1016.7,4.7,RJ,22.4,25,2572.051,22.5,6.9,24.9,87,A606,23.5,-42.02138888,1300,87,23
134,83,2020-09-06,ARRAIAL DO CABO,0,1016,-22.97527777,1016,94,1016.5,4.6,RJ,22,25,2765.765,23.3,6.8,25,90,A606,24.1,-42.02138888,1400,86,23.3
135,60,2020-09-06,ARRAIAL DO CABO,0,1015.3,-22.97527777,1015.3,90,1016,6.5,RJ,22.4,25.8,3073.904,22.5,9,25.6,83,A606,24.8,-42.02138888,1500,83,23.4
