,CD_ESTACAO,CHUVA,DC_NOME,DT_MEDICAO,HR_MEDICAO,PRE_INS,PRE_MAX,PRE_MIN,PTO_INS,PTO_MAX,PTO_MIN,RAD_GLO,TEM_INS,TEM_MAX,TEM_MIN,UF,UMD_INS,UMD_MAX,UMD_MIN,VEN_DIR,VEN_RAJ,VEN_VEL,VL_LATITUDE,VL_LONGITUDE
0,A609,0,RESENDE,2019-11-01,0000,965.4,965.4,965.1,20,20,19.3,-1.318,23,23,22.5,RJ,84,84,81,42,4.4,2.5,-22.45138888,-44.44499999
1,A609,0,RESENDE,2019-11-01,0100,965.9,965.9,965.4,20.2,20.2,20,-0.946,23.2,23.2,22.9,RJ,83,84,83,69,4.4,1.6,-22.45138888,-44.44499999
2,A609,0,RESENDE,2019-11-01,0200,965.7,965.9,965.7,20.1,20.2,20.1,0.039,23.2,23.2,23.2,RJ,83,83,83,82,3.4,1.9,-22.45138888,-44.44499999
3,A609,0,RESENDE,2019-11-01,0300,965.3,965.7,965.3,20.3,20.3,20.1,-0.792,22.9,23.2,22.8,RJ,85,85,83,66,3.7,2,-22.45138888,-44.44499999
4,A609,0,RESENDE,2019-11-01,0400,965.2,965.5,965.2,20,20.3,20,-1.126,22.6,22.9,22.6,RJ,85,86,85,84,5.9,3.5,-22.45138888,-44.44499999
5,A609,0,RESENDE,2019-11-01,0500,964.8,965.2,964.8,19.3,20,19.3,-1.622,22.4,22.6,22.4,RJ,83,85,83,60,5.9,2.1,-22.45138888,-44.44499999
6,A609,0,RESENDE,2019-11-01,0600,964.8,965,964.7,19.4,19.5,19.3,-2.392,22.2,22.4,22.1,RJ,85,85,83,46,3.7,0.5,-22.45138888,-44.44499999
7,A609,0,RESENDE,2019-11-01,0700,964.9,964.9,964.7,19.6,19.6,19.3,-1.327,22,22.4,22,RJ,86,86,84,62,2.7,1.8,-22.45138888,-44.44499999
8,A609,0,RESENDE,2019-11-01,0800,965,965,964.7,19.7,19.8,19.6,-2.618,21.9,22,21.8,RJ,87,88,86,109,2.8,2.2,-22.45138888,-44.44499999
9,A609,0,RESENDE,2019-11-01,0900,965.5,965.5,965,19.6,19.8,19.6,50.293,22.1,22.1,21.9,RJ,86,88,86,124,3.4,1.9,-22.45138888,-44.44499999
10,A609,0,RESENDE,2019-11-01,1000,966.3,966.3,965.5,20.2,20.2,19.6,261.45,22.6,22.6,22.1,RJ,86,88,85,39,2.8,1.2,-22.45138888,-44.44499999
11,A609,0,RESENDE,2019-11-01,1100,966.9,966.9,966.3,19.9,20.3,19.7,350.108,23.5,23.5,22.5,RJ,80,86,80,12,2.4,1.3,-22.45138888,-44.44499999
12,A609,0,RESENDE,2019-11-01,1200,967.6,967.6,966.9,19.6,20.2,19.3,305.57,24.7,24.7,23.5,RJ,73,81,73,71,4,2.3,-22.45138888,-44.44499999
13,A609,0,RESENDE,2019-11-01,1300,967.6,967.6,967.5,19.4,20,19,1125.78,25.6,25.9,24.3,RJ,69,74,68,79,5.4,2.7,-22.45138888,-44.44499999
