,CD_ESTACAO,CHUVA,DC_NOME,DT_MEDICAO,HR_MEDICAO,PRE_INS,PRE_MAX,PRE_MIN,PTO_INS,PTO_MAX,PTO_MIN,RAD_GLO,TEM_INS,TEM_MAX,TEM_MIN,UF,UMD_INS,UMD_MAX,UMD_MIN,VEN_DIR,VEN_RAJ,VEN_VEL,VL_LATITUDE,VL_LONGITUDE
0,A607,0.4,CAMPOS DOS GOYTACAZES,2019-10-01,0000,1017.1,1017.1,1016.7,17.3,17.4,17.2,-1.877,19,19.4,19,RJ,90,90,88,357,3.4,1.3,-21.71472222,-41.34388888
1,A607,0,CAMPOS DOS GOYTACAZES,2019-10-01,0100,1017.3,1017.4,1017,17.5,17.5,17.2,-1.833,19.1,19.1,18.9,RJ,90,91,90,265,1.9,1.3,-21.71472222,-41.34388888
2,A607,0,CAMPOS DOS GOYTACAZES,2019-10-01,0200,1017.3,1017.4,1017.2,17.6,17.6,17.4,-2.328,19.2,19.2,19,RJ,90,91,90,270,2.8,1.9,-21.71472222,-41.34388888
3,A607,0,CAMPOS DOS GOYTACAZES,2019-10-01,0300,1017.3,1017.4,1017.2,17.5,17.6,17.5,-2.739,19.1,19.2,19,RJ,91,91,90,236,2.9,1.6,-21.71472222,-41.34388888
4,A607,0,CAMPOS DOS GOYTACAZES,2019-10-01,0400,1016.9,1017.3,1016.9,17.4,17.5,17.4,-2.242,18.9,19.1,18.9,RJ,91,91,91,213,2.8,1.2,-21.71472222,-41.34388888
5,A607,0,CAMPOS DOS GOYTACAZES,2019-10-01,0500,1016.3,1016.9,1016.3,17.4,17.5,17.4,-1.938,19,19,18.9,RJ,91,91,91,224,3,1.7,-21.71472222,-41.34388888
6,A607,0,CAMPOS DOS GOYTACAZES,2019-10-01,0600,1016,1016.3,1016,17.4,17.4,17.3,-1.816,19,19,18.9,RJ,90,91,90,203,3.1,0.8,-21.71472222,-41.34388888
7,A607,0,CAMPOS DOS GOYTACAZES,2019-10-01,0700,1016,1016.1,1015.8,17,17.4,17,-3.146,19.6,19.6,19,RJ,85,90,85,118,3.6,1.7,-21.71472222,-41.34388888
8,A607,0,CAMPOS DOS GOYTACAZES,2019-10-01,0800,1016.1,1016.2,1015.9,16.6,16.9,16.6,-2.903,19.1,19.6,19.1,RJ,86,86,84,70,3.2,0.9,-21.71472222,-41.34388888
9,A607,0,CAMPOS DOS GOYTACAZES,2019-10-01,0900,1016.4,1016.4,1016.1,16.9,16.9,16.6,30.394,19,19.3,19,RJ,88,88,86,288,1.5,1,-21.71472222,-41.34388888
