,VEN_DIR,DT_MEDICAO,DC_NOME,CHUVA,PRE_INS,VL_LATITUDE,PRE_MIN,UMD_MAX,PRE_MAX,VEN_VEL,UF,PTO_MIN,TEM_MAX,RAD_GLO,PTO_INS,VEN_RAJ,TEM_INS,UMD_INS,CD_ESTACAO,TEM_MIN,VL_LONGITUDE,HR_MEDICAO,UMD_MIN,PTO_MAX
27,52,2020-09-02,RESENDE,0,973.6,-22.45138888,973.6,77,973.8,2,RJ,15.8,20.1,-1.773,15.8,3.3,19.9,77,A609,19.9,-44.44499999,0300,77,15.9
28,58,2020-09-02,RESENDE,0,973.1,-22.45138888,973.1,78,973.6,0.7,RJ,15.8,19.9,-2.146,15.9,3.3,19.8,78,A609,19.7,-44.44499999,0400,77,15.9
29,71,2020-09-02,RESENDE,0,972.5,-22.45138888,972.5,85,973.1,2.1,RJ,15.9,19.9,-2.889,16.3,3.5,18.9,85,A609,18.9,-44.44499999,0500,78,16.3
30,48,2020-09-02,RESENDE,0,972,-22.45138888,972,92,972.5,1,RJ,16.3,18.9,-2.67,17,3.8,18.4,92,A609,18.3,-44.44499999,0600,85,17
31,68,2020-09-02,RESENDE,0,971.9,-22.45138888,971.9,92,972,0.9,RJ,16.9,18.5,-2.402,17,2.6,18.5,91,A609,18.2,-44.44499999,0700,91,17.1
32,57,2020-09-02,RESENDE,0,971.8,-22.45138888,971.7,91,971.9,1.1,RJ,16.8,18.6,-1.483,16.9,2.8,18.5,90,A609,18.5,-44.44499999,0800,90,17
33,357,2020-09-02,RESENDE,0,972.2,-22.45138888,971.8,92,972.2,1,RJ,16.6,18.7,-2.138,16.8,1.9,18.2,92,A609,18.2,-44.44499999,0900,89,16.9
34,131,2020-09-02,RESENDE,0,972.7,-22.45138888,972.2,92,972.7,1.3,RJ,16.8,18.7,30.393,17.2,2.3,18.7,91,A609,18.1,-44.44499999,1000,91,17.3
35,64,2020-09-02,RESENDE,0,972.9,-22.45138888,972.6,91,972.9,1,RJ,17.1,19.5,244.636,17.2,2,19.5,87,A609,18.7,-44.44499999,1100,86,17.6
36,77,2020-09-02,RESENDE,0,973.4,-22.45138888,972.9,88,973.4,2.1,RJ,16.6,20.4,524.918,16.8,3.9,20.2,81,A609,19.4,-44.44499999,1200,80,17.6
37,103,2020-09-02,RESENDE,0,973.3,-22.45138888,973.3,82,973.5,1.9,RJ,16.5,21.4,980.865,16.9,3.9,21.4,76,A609,20.1,-44.44499999,1300,75,17.4
38,108,2020-09-02,RESENDE,0,972.5,-22.45138888,972.5,76,973.3,2.6,RJ,15.2,24.9,2802.475,16,5.2,24.6,59,A609,21.4,-44.44499999,1400,56,17.7
39,109,2020-09-02,RESENDE,0,971.2,-22.45138888,971.2,59,972.5,3.5,RJ,13.8,26.2,2888.075,14.3,6.2,25.4,50,A609,24.6,-44.44499999,1500,48,15.8
40,101,2020-09-02,RESENDE,0,969.7,-22.45138888,969.7,51,971.2,3.5,RJ,12.1,27.8,3294.396,12.4,7.4,26.9,41,A609,25.3,-44.44499999,1600,39,14.6
41,105,2020-09-02,RESENDE,0,968.4,-22.45138888,968.4,42,969.7,4.2,RJ,10.7,28.5,2787.396,12.3,7.8,26.7,41,A609,26.7,-44.44499999,1700,35,13.1
42,73,2020-09-02,RESENDE,0,967.3,-22.45138888,967.3,42,968.4,3.9,RJ,11.4,28.7,2186.121,11.7,10,27.6,37,A609,26.6,-44.44499999,1800,35,13
43,77,2020-09-02,RESENDE,0,967,-22.45138888,967,41,967.3,3.6,RJ,11.8,28.6,1645.342,12.8,8.8,27.3,41,A609,27,-44.44499999,1900,36,12.9
44,107,2020-09-02,RESENDE,0,967.1,-22.45138888,966.9,45,967.1,4,RJ,12.7,27.7,582.037,13.4,7.8,26.4,45,A609,26.4,-44.44499999,2000,40,13.4
45,94,2020-09-02,RESENDE,0,967.2,-22.45138888,967.1,55,967.2,3.3,RJ,13.4,26.5,154.494,14.9,7.9,24.5,55,A609,24.5,-44.44499999,2100,45,14.9
46,90,2020-09-02,RESENDE,0,967.6,-22.45138888,967.2,66,967.6,3.7,RJ,14.9,24.5,-3.237,16.2,6.4,23,66,A609,22.9,-44.44499999,2200,55,16.2
47,86,2020-09-02,RESENDE,0,968.3,-22.45138888,967.6,74,968.3,2.7,RJ,16.2,23,-3.54,16.7,5.8,21.4,74,A609,21.4,-44.44499999,2300,66,16.7
48,100,2020-09-03,RESENDE,0,968.6,-22.45138888,968.3,79,968.6,2.4,RJ,16.6,21.4,-3.54,16.9,4.5,20.8,79,A609,20.8,-44.44499999,0000,74,16.9
49,87,2020-09-03,RESENDE,0,969,-22.45138888,968.6,83,969,1.2,RJ,16.7,20.8,-3.54,16.8,5.2,19.9,83,A609,19.9,-44.44499999,0100,79,17.1
50,52,2020-09-03,RESENDE,0,969,-22.45138888,968.9,88,969,1.4,RJ,16.5,19.9,-3.54,16.8,2.3,18.8,88,A609,18.8,-44.44499999,0200,83,17.1
51,70,2020-09-03,RESENDE,0,968.9,-22.45138888,968.8,89,969,1.5,RJ,16.6,18.9,-3.54,16.7,2.9,18.6,89,A609,18.6,-44.44499999,0300,88,16.9
52,85,2020-09-03,RESENDE,0,968.6,-22.45138888,968.6,91,968.9,0.8,RJ,16.3,18.6,-3.307,17,2.9,18.5,91,A609,18.1,-44.44499999,0400,89,17
53,74,2020-09-03,RESENDE,0,968.3,-22.45138888,968.3,91,968.6,1.6,RJ,16.7,18.7,-3.045,16.7,3,18.2,91,A609,18.2,-44.44499999,0500,89,17
54,80,2020-09-03,RESENDE,0,968.2,-22.45138888,968.1,92,968.3,0.8,RJ,16.4,18.3,-2.927,16.8,2.8,18.2,92,A609,17.9,-44.44499999,0600,91,17
55,88,2020-09-03,RESENDE,0,968.1,-22.45138888,968,92,968.2,1.1,RJ,16.3,18.2,-3.488,16.3,2.7,17.6,92,A609,17.6,-44.44499999,0700,91,16.8
56,120,2020-09-03,RESENDE,0,968.2,-22.45138888,968,95,968.3,0.5,RJ,14.9,17.6,-3.52,15.8,1.8,16.6,95,A609,16.2,-44.44499999,0800,92,16.2
57,83,2020-09-03,RESENDE,0,968.7,-22.45138888,968.2,96,968.7,0.8,RJ,15.7,16.7,-3.121,15.7,2.7,16.4,96,A609,16.4,-44.44499999,0900,95,16
58,62,2020-09-03,RESENDE,0,969.3,-22.45138888,968.7,96,969.3,1.4,RJ,15.7,16.6,54.886,15.9,2.6,16.6,96,A609,16.3,-44.44499999,1000,96,15.9
59,74,2020-09-03,RESENDE,0,969.9,-22.45138888,969.3,96,969.9,0.8,RJ,15.9,17.9,403.514,17.1,2.3,17.9,95,A609,16.5,-44.44499999,1100,95,17.1
60,66,2020-09-03,RESENDE,0,969.9,-22.45138888,969.9,95,970.1,2.2,RJ,15.2,20.7,1612.938,15.5,3.7,20.5,73,A609,17.9,-44.44499999,1200,72,17.6
61,108,2020-09-03,RESENDE,0,969.4,-22.45138888,969.4,73,969.9,1.4,RJ,14.9,22.6,2344.503,15.3,3.8,22.3,64,A609,20.3,-44.44499999,1300,64,16
62,76,2020-09-03,RESENDE,0,968,-22.45138888,968,65,969.4,1.6,RJ,14.3,25.3,2857.296,14.7,3.7,25.3,52,A609,22.2,-44.44499999,1400,52,15.7
63,228,2020-09-03,RESENDE,0,966.8,-22.45138888,966.8,52,968,2.6,RJ,12.8,27.8,3161.881,13,5.1,27.8,40,A609,24.9,-44.44499999,1500,40,14.6
64,108,2020-09-03,RESENDE,0,965.5,-22.45138888,965.5,42,966.8,3.2,RJ,11.1,29.1,2988.926,11.3,6.6,28.1,35,A609,26.8,-44.44499999,1600,34,13.2
65,183,2020-09-03,RESENDE,0,964.2,-22.45138888,964.2,35,965.6,2,RJ,10.9,30.2,2932.105,11.4,5.7,29.6,32,A609,27.8,-44.44499999,1700,32,12
66,259,2020-09-03,RESENDE,0,963.1,-22.45138888,963.1,33,964.2,2.1,RJ,10.7,30.5,2432.936,10.8,7.2,29.9,31,A609,28.8,-44.44499999,1800,31,12.1
67,323,2020-09-03,RESENDE,0,962.7,-22.45138888,962.7,31,963.1,1.8,RJ,10.8,31.2,1756.437,11.2,5.1,30.8,30,A609,29.9,-44.44499999,1900,29,11.5
68,299,2020-09-03,RESENDE,0,962.7,-22.45138888,962.6,31,962.7,1.8,RJ,10.6,30.9,951.434,10.8,3.9,30.3,30,A609,30.1,-44.44499999,2000,29,11.4
69,346,2020-09-03,RESENDE,0,962.9,-22.45138888,962.7,48,962.9,2.3,RJ,10.8,30.5,207.642,14.3,3.4,26.2,48,A609,26.2,-44.44499999,2100,30,14.3
70,256,2020-09-03,RESENDE,0,963.7,-22.45138888,962.9,58,963.7,1.4,RJ,14.2,26.2,-3.312,14.7,4.6,24.2,55,A609,23.5,-44.44499999,2200,48,15
71,328,2020-09-03,RESENDE,0,964.4,-22.45138888,963.7,62,964.4,1.8,RJ,13.2,24.2,-3.54,14.2,3.8,21.7,62,A609,21.7,-44.44499999,2300,51,14.8
72,123,2020-09-04,RESENDE,0,964.8,-22.45138888,964.4,68,964.8,1.4,RJ,13.1,22.5,-3.54,14.4,2.7,22.2,61,A609,20.7,-44.44499999,0000,57,14.6
73,358,2020-09-04,RESENDE,0,965.5,-22.45138888,964.8,73,965.5,1,RJ,13.2,22.2,-3.54,13.2,2.2,18.9,70,A609,18.9,-44.44499999,0100,60,14.8
74,338,2020-09-04,RESENDE,0,966.1,-22.45138888,965.5,78,966.1,1,RJ,12.7,19.6,-3.54,13.4,2.5,17.2,78,A609,17.1,-44.44499999,0200,67,14
75,289,2020-09-04,RESENDE,0,966.4,-22.45138888,966.1,80,966.4,0.8,RJ,12.7,19.1,-3.54,13.4,1.6,17.7,76,A609,16.5,-44.44499999,0300,70,14.2
76,299,2020-09-04,RESENDE,0,966.1,-22.45138888,966.1,82,966.5,0.7,RJ,12.1,18.2,-3.533,13.3,1.8,16.8,80,A609,16.1,-44.44499999,0400,73,14
77,299,2020-09-04,RESENDE,0,966.1,-22.45138888,966.1,87,966.2,2,RJ,12.2,17.1,-3.54,13.3,2.8,16.3,82,A609,15.2,-44.44499999,0500,79,14.3
78,289,2020-09-04,RESENDE,0,966.2,-22.45138888,966.1,86,966.2,1.6,RJ,12.7,17,-3.54,13.1,2.8,15.5,86,A609,15.2,-44.44499999,0600,81,14.2
79,307,2020-09-04,RESENDE,0,966.4,-22.45138888,966.1,89,966.4,0.9,RJ,12.1,16.2,-3.538,13,2.2,14.9,89,A609,14.3,-44.44499999,0700,83,13.7
80,295,2020-09-04,RESENDE,0,966.8,-22.45138888,966.3,90,966.8,1.5,RJ,11.8,15.1,-3.54,12,2.1,13.9,88,A609,13.9,-44.44499999,0800,85,13.2
81,299,2020-09-04,RESENDE,0,967.7,-22.45138888,966.8,91,967.7,0.8,RJ,11.4,14.8,-3.522,12.3,2.8,14.5,86,A609,13.4,-44.44499999,0900,86,12.8
82,322,2020-09-04,RESENDE,0,968.2,-22.45138888,967.7,90,968.2,1.2,RJ,11.7,14.6,58.857,12.4,1.6,14.3,88,A609,13.6,-44.44499999,1000,86,12.7
83,269,2020-09-04,RESENDE,0,968.7,-22.45138888,968.2,89,968.7,0.9,RJ,12.5,17.2,547.184,13.5,1.6,17.2,79,A609,14.3,-44.44499999,1100,79,14
84,251,2020-09-04,RESENDE,0,969.2,-22.45138888,968.7,80,969.2,0.8,RJ,13.6,21.4,1552.735,14.3,1.8,21.4,64,A609,17.2,-44.44499999,1200,64,14.8
85,273,2020-09-04,RESENDE,0,969.2,-22.45138888,969.2,64,969.3,1.5,RJ,12.8,24.6,2242.739,13,2.8,24.5,49,A609,21.4,-44.44499999,1300,48,14.6
86,140,2020-09-04,RESENDE,0,968.7,-22.45138888,968.7,49,969.2,1.4,RJ,10.8,28,2757.312,10.8,3.1,27.5,35,A609,24.5,-44.44499999,1400,35,13.2
87,80,2020-09-04,RESENDE,0,967.9,-22.45138888,967.9,36,968.7,1.2,RJ,9.8,30.4,3064.031,10.7,3.2,30.3,30,A609,27.1,-44.44499999,1500,28,11.7
88,102,2020-09-04,RESENDE,0,967,-22.45138888,967,30,967.9,1.7,RJ,8.6,32.9,3074.314,8.9,4.5,32.3,24,A609,30.2,-44.44499999,1600,23,10.6
89,130,2020-09-04,RESENDE,0,966,-22.45138888,966,24,967,2.1,RJ,6.8,34,2830.315,6.8,4.2,33.1,20,A609,31.7,-44.44499999,1700,19,9.1
90,42,2020-09-04,RESENDE,0,965.4,-22.45138888,965.4,21,966,1.4,RJ,4.1,34.2,2299.07,6.3,4.2,33.9,18,A609,32.7,-44.44499999,1800,16,7.5
91,40,2020-09-04,RESENDE,0,965,-22.45138888,965,20,965.4,2.1,RJ,4.8,34.3,1669.498,6.7,5,33.6,19,A609,33.3,-44.44499999,1900,16,7.5
92,336,2020-09-04,RESENDE,0,965.1,-22.45138888,964.9,24,965.1,1.6,RJ,5.9,33.7,748.205,8.3,5,31.5,24,A609,31.5,-44.44499999,2000,18,8.4
93,353,2020-09-04,RESENDE,0,965.4,-22.45138888,965.1,35,965.4,2,RJ,8.5,31.5,160.957,10.7,3.3,27.9,34,A609,27.9,-44.44499999,2100,24,11.5
94,91,2020-09-04,RESENDE,0,966.1,-22.45138888,965.4,38,966.1,1.4,RJ,9.7,28.2,-3.302,11.2,3.6,26.5,38,A609,26.5,-44.44499999,2200,32,11.2
95,22,2020-09-04,RESENDE,0,967.1,-22.45138888,966.1,46,967.1,2.9,RJ,11.3,26.5,-3.54,11.7,3.8,25.3,43,A609,25.1,-44.44499999,2300,38,12.7
96,61,2020-09-05,RESENDE,0,968.3,-22.45138888,967.1,57,968.3,4.6,RJ,11.8,25.3,-3.54,14.2,7.5,23.2,57,A609,23.2,-44.44499999,0000,43,14.2
97,80,2020-09-05,RESENDE,0,969.3,-22.45138888,968.3,75,969.3,4.2,RJ,14.3,23.2,-3.54,16.4,8.2,21,75,A609,21,-44.44499999,0100,57,16.4
98,48,2020-09-05,RESENDE,0,970,-22.45138888,969.3,83,970,3.2,RJ,16.4,21,-3.536,16.8,6.3,19.7,83,A609,19.7,-44.44499999,0200,75,16.8
99,55,2020-09-05,RESENDE,0,970.1,-22.45138888,969.9,84,970.2,2.3,RJ,16.5,19.9,-3.54,16.5,5.1,19.5,83,A609,19.5,-44.44499999,0300,82,16.9
100,27,2020-09-05,RESENDE,0,969.7,-22.45138888,969.7,85,970.1,1.8,RJ,16.4,19.5,-3.09,16.7,4.4,19.3,85,A609,19.1,-44.44499999,0400,83,16.7
101,29,2020-09-05,RESENDE,0,969.4,-22.45138888,969.4,85,969.7,1.4,RJ,16.6,19.8,-2.337,16.8,3.1,19.8,83,A609,19.3,-44.44499999,0500,83,16.8
102,317,2020-09-05,RESENDE,0,969.1,-22.45138888,969.1,83,969.4,0.6,RJ,16.7,19.8,-0.385,16.7,2.4,19.7,83,A609,19.6,-44.44499999,0600,82,16.8
103,86,2020-09-05,RESENDE,0,969.1,-22.45138888,969,83,969.1,0.4,RJ,16.5,19.9,-1.133,16.5,1.1,19.9,81,A609,19.6,-44.44499999,0700,81,16.7
104,47,2020-09-05,RESENDE,0,969.5,-22.45138888,969.1,82,969.5,0.4,RJ,16.4,20,-1.519,16.5,1.4,19.7,82,A609,19.7,-44.44499999,0800,80,16.5
105,46,2020-09-05,RESENDE,0,970.3,-22.45138888,969.5,84,970.3,0.9,RJ,16.3,19.7,-0.732,16.3,1.2,19.6,82,A609,19.3,-44.44499999,0900,82,16.5
106,21,2020-09-05,RESENDE,0,971.1,-22.45138888,970.3,83,971.1,1.2,RJ,16,19.6,20.681,16,2,19.5,80,A609,19.3,-44.44499999,1000,80,16.5
107,24,2020-09-05,RESENDE,0,971.8,-22.45138888,971.1,81,971.8,1.4,RJ,15.8,20.5,174.288,15.8,2.9,20.4,75,A609,19.5,-44.44499999,1100,75,16.2
108,14,2020-09-05,RESENDE,0,972,-22.45138888,971.8,75,972,2.2,RJ,15.1,21.5,546.962,15.5,4.1,21.5,69,A609,20.4,-44.44499999,1200,68,16.1
109,83,2020-09-05,RESENDE,0,972,-22.45138888,972,69,972.1,2.8,RJ,14.7,24.3,1396.043,15.2,6,23.9,58,A609,21.4,-44.44499999,1300,58,16.3
110,170,2020-09-05,RESENDE,0,971.2,-22.45138888,971.2,61,972,1.8,RJ,14.5,24.9,2653.874,14.8,6.6,23.9,57,A609,23,-44.44499999,1400,55,15.8
111,104,2020-09-05,RESENDE,0,970.1,-22.45138888,970.1,57,971.2,1.7,RJ,14.4,26.8,1995.003,14.6,5.2,26.2,49,A609,23.9,-44.44499999,1500,49,15.6
112,59,2020-09-05,RESENDE,0,968.7,-22.45138888,968.7,50,970.1,1.8,RJ,12.9,29.3,2054.17,12.9,4.7,28.3,39,A609,25.6,-44.44499999,1600,38,15
113,101,2020-09-05,RESENDE,0,967.4,-22.45138888,967.4,40,968.7,3.6,RJ,10.3,30.7,1840.854,10.3,6.1,30.2,29,A609,28.3,-44.44499999,1700,29,13.8
114,70,2020-09-05,RESENDE,0,966.7,-22.45138888,966.7,31,967.4,2.5,RJ,10.2,31.5,1507.25,10.6,7.4,31.4,28,A609,30,-44.44499999,1800,28,11.7
115,105,2020-09-05,RESENDE,0,966.1,-22.45138888,966.1,28,966.7,3.3,RJ,9.8,31.8,1258.926,10.6,5.7,31.2,28,A609,30.9,-44.44499999,1900,26,10.9
116,91,2020-09-05,RESENDE,0,966.1,-22.45138888,966,29,966.1,2.1,RJ,9.6,31.6,543.296,11,6,31,29,A609,30.9,-44.44499999,2000,26,11
117,88,2020-09-05,RESENDE,0,966.5,-22.45138888,966.1,32,966.5,0.9,RJ,10.1,31,109.64,10.1,5,28.5,32,A609,28.5,-44.44499999,2100,29,11.2
118,80,2020-09-05,RESENDE,0,966.9,-22.45138888,966.5,41,966.9,2.7,RJ,10,28.5,-3.339,11.9,4.2,26.6,40,A609,26.6,-44.44499999,2200,32,12.4
119,52,2020-09-05,RESENDE,0,967.4,-22.45138888,966.9,57,967.4,2.3,RJ,12.1,26.6,-3.54,15,4.7,24.1,57,A609,24.1,-44.44499999,2300,40,15.4
120,82,2020-09-06,RESENDE,0,968,-22.45138888,967.4,67,968,2.6,RJ,15,24.2,-3.54,16.4,4.9,22.8,67,A609,22.8,-44.44499999,0000,57,16.4
121,62,2020-09-06,RESENDE,0,968.3,-22.45138888,967.9,74,968.3,3.6,RJ,16.5,23.1,-3.54,17.3,6.8,22.2,74,A609,22.2,-44.44499999,0100,67,17.4
122,45,2020-09-06,RESENDE,0,968.5,-22.45138888,968.3,79,968.5,2.4,RJ,17,22.2,-3.54,17.1,6.4,20.9,79,A609,20.9,-44.44499999,0200,74,17.3
123,70,2020-09-06,RESENDE,0,968,-22.45138888,968,82,968.5,2.6,RJ,16.9,20.9,-3.54,16.9,4.4,20.1,82,A609,20.1,-44.44499999,0300,79,17.2
124,73,2020-09-06,RESENDE,0,967.7,-22.45138888,967.7,85,968,0.8,RJ,16.6,20.1,-3.54,16.6,3.9,19.1,85,A609,19.1,-44.44499999,0400,82,17.1
125,357,2020-09-06,RESENDE,0,967.2,-22.45138888,967.2,91,967.7,1,RJ,16,19.1,-3.54,16.6,1.7,18.1,91,A609,17.8,-44.44499999,0500,85,17
126,133,2020-09-06,RESENDE,0,966.9,-22.45138888,966.9,92,967.2,0.6,RJ,15.7,18.4,-3.474,16.6,1.8,18.1,91,A609,17.5,-44.44499999,0600,89,17.1
127,154,2020-09-06,RESENDE,0,966.7,-22.45138888,966.7,91,966.9,0.8,RJ,15.6,18.4,-3.001,16.2,1.4,17.7,91,A609,17.4,-44.44499999,0700,89,16.9
128,74,2020-09-06,RESENDE,0,966.9,-22.45138888,966.7,93,966.9,0.2,RJ,15.2,18.2,-2.34,16.7,1.2,18.2,91,A609,16.8,-44.44499999,0800,90,16.7
129,127,2020-09-06,RESENDE,0,967.2,-22.45138888,966.9,91,967.2,0.6,RJ,16.4,18.3,-1.765,16.5,1.1,18.3,89,A609,18,-44.44499999,0900,89,16.7
130,325,2020-09-06,RESENDE,0,967.4,-22.45138888,967.2,92,967.4,0.7,RJ,16.1,18.3,78.964,16.6,1.3,18,92,A609,17.7,-44.44499999,1000,88,16.6
131,226,2020-09-06,RESENDE,0,967.5,-22.45138888,967.4,92,967.5,1.1,RJ,16.2,18.8,327.25,16.3,2,18.6,87,A609,18,-44.44499999,1100,86,17
132,229,2020-09-06,RESENDE,0,967.6,-22.45138888,967.5,87,967.6,1.2,RJ,16.2,20.1,805.077,16.4,2.6,20,80,A609,18.6,-44.44499999,1200,80,16.9
133,237,2020-09-06,RESENDE,0,967.1,-22.45138888,967.1,80,967.6,1.4,RJ,15.9,23.4,2062.837,15.9,3,22.5,66,A609,20,-44.44499999,1300,65,16.9
134,291,2020-09-06,RESENDE,0,966.5,-22.45138888,966.5,68,967.1,1.2,RJ,14.1,25.7,2815.806,14.3,3,25.7,49,A609,22.2,-44.44499999,1400,49,16.7
135,246,2020-09-06,RESENDE,0,965.7,-22.45138888,965.7,49,966.5,1.5,RJ,10.7,28.7,2793.579,10.7,3.2,28.3,33,A609,25.7,-44.44499999,1500,33,14.2
136,184,2020-09-06,RESENDE,0,964.4,-22.45138888,964.4,34,965.7,1.6,RJ,8,31.1,2369.399,8.5,4,30.6,25,A609,28.3,-44.44499999,1600,24,11.5
137,309,2020-09-06,RESENDE,0,963.4,-22.45138888,963.4,27,964.4,1.3,RJ,3.3,32.6,2732.455,4.8,3.8,32.3,18,A609,30,-44.44499999,1700,16,9.9
138,93,2020-09-06,RESENDE,0,962.6,-22.45138888,962.6,18,963.4,1.8,RJ,1.4,33.5,2458.202,2.7,3.8,33,15,A609,31.9,-44.44499999,1800,13,3.7
139,11,2020-09-06,RESENDE,0,962.3,-22.45138888,962.3,15,962.6,1.4,RJ,1.8,33.9,1619.195,3.5,4.4,33.5,15,A609,32.6,-44.44499999,1900,14,3.6
140,321,2020-09-06,RESENDE,0,962.2,-22.45138888,962.1,20,962.3,2,RJ,2.6,33.7,836.702,6.5,3.6,32.4,20,A609,32.4,-44.44499999,2000,14,6.5
141,348,2020-09-06,RESENDE,0,962.3,-22.45138888,962.2,35,962.3,2.4,RJ,5.6,32.4,155.675,10.9,3.6,27.9,35,A609,27.9,-44.44499999,2100,19,10.9
