,VEN_DIR,DT_MEDICAO,DC_NOME,CHUVA,PRE_INS,VL_LATITUDE,PRE_MIN,UMD_MAX,PRE_MAX,VEN_VEL,UF,PTO_MIN,TEM_MAX,RAD_GLO,PTO_INS,VEN_RAJ,TEM_INS,UMD_INS,CD_ESTACAO,TEM_MIN,VL_LONGITUDE,HR_MEDICAO,UMD_MIN,PTO_MAX
16,32,2020-09-01,TERESÓPOLIS-PARQUE NACIONAL,0,915.1,-22.4486111,915,81,915.7,1.5,RJ,14.7,20.2,2018.896,15.7,4.9,19.9,77,A618,18.4,-42.98694444,1600,73,16
17,45,2020-09-01,TERESÓPOLIS-PARQUE NACIONAL,0,914.5,-22.4486111,914.5,80,915.1,1.6,RJ,14.2,20.6,2159.642,15,5,18.9,78,A618,18.9,-42.98694444,1700,69,16.4
18,79,2020-09-01,TERESÓPOLIS-PARQUE NACIONAL,0,914,-22.4486111,913.9,88,914.5,1,RJ,14.7,20.2,1547.369,16,4.3,17.9,88,A618,17.9,-42.98694444,1800,73,16.2
19,40,2020-09-01,TERESÓPOLIS-PARQUE NACIONAL,0,914,-22.4486111,913.9,91,914.1,0.6,RJ,15.6,17.9,243.082,15.7,3.6,17.4,90,A618,17.1,-42.98694444,1900,88,16.2
20,54,2020-09-01,TERESÓPOLIS-PARQUE NACIONAL,0,914.2,-22.4486111,914,94,914.2,0.3,RJ,15.6,17.5,80.455,16,2.5,17.1,94,A618,16.8,-42.98694444,2000,90,16
21,43,2020-09-01,TERESÓPOLIS-PARQUE NACIONAL,0,914.1,-22.4486111,914.1,95,914.2,0.2,RJ,15.6,17.1,15.603,15.7,2,16.6,94,A618,16.6,-42.98694444,2100,93,16
22,46,2020-09-01,TERESÓPOLIS-PARQUE NACIONAL,0.2,914.3,-22.4486111,914,96,914.3,0.4,RJ,15.3,16.6,-1.379,15.7,2.2,16.4,96,A618,16.1,-42.98694444,2200,94,15.8
23,125,2020-09-01,TERESÓPOLIS-PARQUE NACIONAL,3,914.9,-22.4486111,914.3,96,914.9,1,RJ,15.5,16.5,-0.836,15.5,3.3,16.2,96,A618,16.2,-42.98694444,2300,96,15.8
24,60,2020-09-02,TERESÓPOLIS-PARQUE NACIONAL,6.2,914.9,-22.4486111,914.8,96,915,0.6,RJ,15.3,16.4,-1.082,15.4,4.3,16.1,96,A618,15.9,-42.98694444,0000,96,15.7
25,196,2020-09-02,TERESÓPOLIS-PARQUE NACIONAL,2.4,915,-22.4486111,914.9,96,915.1,0,RJ,15.2,16.1,-1.054,15.2,2.6,16,95,A618,15.9,-42.98694444,0100,95,15.4
26,207,2020-09-02,TERESÓPOLIS-PARQUE NACIONAL,1,914.8,-22.4486111,914.8,96,915,0.2,RJ,14.9,16,-0.097,15.2,1.8,15.9,96,A618,15.7,-42.98694444,0200,95,15.2
27,224,2020-09-02,TERESÓPOLIS-PARQUE NACIONAL,2.4,914.6,-22.4486111,914.6,96,914.8,0.2,RJ,15,16,-0.206,15,2.5,15.7,95,A618,15.7,-42.98694444,0300,95,15.3
28,13,2020-09-02,TERESÓPOLIS-PARQUE NACIONAL,0.8,914.1,-22.4486111,914.1,96,914.6,0.6,RJ,14.6,15.9,-1.501,14.6,2.8,15.4,96,A618,15.4,-42.98694444,0400,95,15.2
29,203,2020-09-02,TERESÓPOLIS-PARQUE NACIONAL,0.2,913.6,-22.4486111,913.6,96,914.1,0.3,RJ,14.6,15.6,-1.957,14.8,1.8,15.6,95,A618,15.3,-42.98694444,0500,95,14.9
30,231,2020-09-02,TERESÓPOLIS-PARQUE NACIONAL,0,913.2,-22.4486111,913.2,95,913.6,0.3,RJ,14.6,15.7,-1.709,14.7,2.3,15.4,95,A618,15.4,-42.98694444,0600,95,14.9
31,227,2020-09-02,TERESÓPOLIS-PARQUE NACIONAL,0,912.9,-22.4486111,912.9,96,913.2,0.3,RJ,14,15.5,-3.113,14,1.8,14.7,95,A618,14.7,-42.98694444,0700,95,14.8
32,234,2020-09-02,TERESÓPOLIS-PARQUE NACIONAL,0,913.1,-22.4486111,912.9,96,913.1,0.5,RJ,13.8,14.9,-2.876,14,1.9,14.6,96,A618,14.5,-42.98694444,0800,95,14.2
33,243,2020-09-02,TERESÓPOLIS-PARQUE NACIONAL,0,913.5,-22.4486111,913,96,913.5,0.6,RJ,13.1,14.7,-0.883,13.1,2.7,13.8,96,A618,13.8,-42.98694444,0900,95,14
34,194,2020-09-02,TERESÓPOLIS-PARQUE NACIONAL,0,913.7,-22.4486111,913.5,96,913.7,0.2,RJ,12.9,14.7,200.116,14,1.5,14.6,96,A618,13.6,-42.98694444,1000,96,14.1
35,307,2020-09-02,TERESÓPOLIS-PARQUE NACIONAL,0,914.3,-22.4486111,913.7,96,914.3,0.5,RJ,14,17.5,1115.767,14.3,3.3,17.5,81,A618,14.6,-42.98694444,1100,80,15
36,91,2020-09-02,TERESÓPOLIS-PARQUE NACIONAL,0,914.6,-22.4486111,914.3,84,914.6,0.7,RJ,12.1,19.4,1919.946,13,2.4,19.3,67,A618,17.6,-42.98694444,1200,63,15.1
37,71,2020-09-02,TERESÓPOLIS-PARQUE NACIONAL,0,914.4,-22.4486111,914.4,72,914.7,1.4,RJ,11.6,20.5,2588.731,14.2,4,20,69,A618,19.4,-42.98694444,1300,59,14.9
38,60,2020-09-02,TERESÓPOLIS-PARQUE NACIONAL,0,913.8,-22.4486111,913.8,75,914.4,1.3,RJ,13.2,20.8,3090.67,15.9,3.9,20.4,75,A618,19.7,-42.98694444,1400,64,15.9
39,66,2020-09-02,TERESÓPOLIS-PARQUE NACIONAL,0.2,913,-22.4486111,913,79,913.8,1.6,RJ,14.9,20.8,2977.918,15.8,4.7,19.5,79,A618,19.2,-42.98694444,1500,72,16.4
40,87,2020-09-02,TERESÓPOLIS-PARQUE NACIONAL,0,912.4,-22.4486111,912.3,84,913,1.9,RJ,14.9,20.6,2177.577,15.1,4.7,18.3,82,A618,18.3,-42.98694444,1600,76,17
41,53,2020-09-02,TERESÓPOLIS-PARQUE NACIONAL,0,911.4,-22.4486111,911.4,84,912.4,1.2,RJ,15,19.2,1304.55,15.5,4.6,19.2,79,A618,18.2,-42.98694444,1700,79,16
42,68,2020-09-02,TERESÓPOLIS-PARQUE NACIONAL,0,910.9,-22.4486111,910.8,81,911.5,0.8,RJ,14.9,20.1,1349.245,15,3.5,19.3,76,A618,18.5,-42.98694444,1800,74,15.9
43,308,2020-09-02,TERESÓPOLIS-PARQUE NACIONAL,0,910.7,-22.4486111,910.6,81,910.9,0.1,RJ,14.9,19.4,552.337,15.1,2.5,18.7,80,A618,18.4,-42.98694444,1900,76,15.7
44,283,2020-09-02,TERESÓPOLIS-PARQUE NACIONAL,0,910.7,-22.4486111,910.5,88,910.7,0.1,RJ,15.2,18.9,173.388,15.5,1.6,17.7,87,A618,17.6,-42.98694444,2000,80,15.6
45,250,2020-09-02,TERESÓPOLIS-PARQUE NACIONAL,0,910.4,-22.4486111,910.4,92,910.7,0,RJ,15.2,17.7,21.89,15.2,0.9,16.5,92,A618,16.5,-42.98694444,2100,86,15.5
46,266,2020-09-02,TERESÓPOLIS-PARQUE NACIONAL,0,910.5,-22.4486111,910.3,94,910.5,0,RJ,14.5,16.5,-3.473,14.5,0,15.5,93,A618,15.5,-42.98694444,2200,92,15.1
47,260,2020-09-02,TERESÓPOLIS-PARQUE NACIONAL,0,910.7,-22.4486111,910.4,95,910.8,0.2,RJ,14.3,16,-3.536,15.1,3,16,94,A618,15.3,-42.98694444,2300,94,15.1
48,286,2020-09-03,TERESÓPOLIS-PARQUE NACIONAL,0,911,-22.4486111,910.7,94,911,0.4,RJ,14,16.2,-3.54,14.8,1.8,16,93,A618,15,-42.98694444,0000,92,15.1
49,302,2020-09-03,TERESÓPOLIS-PARQUE NACIONAL,0,910.9,-22.4486111,910.9,93,911,0.6,RJ,13.8,17.1,-3.54,13.8,3.5,16,87,A618,15.1,-42.98694444,0100,84,15
50,272,2020-09-03,TERESÓPOLIS-PARQUE NACIONAL,0,910.8,-22.4486111,910.8,88,911,0.9,RJ,12.7,17.6,-3.54,12.7,4.4,17.3,74,A618,15.9,-42.98694444,0200,74,14.2
51,236,2020-09-03,TERESÓPOLIS-PARQUE NACIONAL,0,910.7,-22.4486111,910.7,78,910.9,0.5,RJ,12.3,17.6,-3.54,12.5,6.5,16.4,77,A618,16.4,-42.98694444,0300,72,12.8
52,159,2020-09-03,TERESÓPOLIS-PARQUE NACIONAL,0,910.2,-22.4486111,910.2,82,910.7,0.7,RJ,12.3,16.7,-3.54,12.6,3.5,15.8,81,A618,15.8,-42.98694444,0400,76,12.9
53,155,2020-09-03,TERESÓPOLIS-PARQUE NACIONAL,0,910,-22.4486111,910,86,910.2,0.9,RJ,12.7,16.2,-3.54,12.7,2.8,15.2,85,A618,15.2,-42.98694444,0500,81,13.1
54,244,2020-09-03,TERESÓPOLIS-PARQUE NACIONAL,0,909.9,-22.4486111,909.8,88,910,1.4,RJ,12.7,15.7,-3.54,12.9,3.5,15.7,83,A618,15,-42.98694444,0600,83,13.1
55,250,2020-09-03,TERESÓPOLIS-PARQUE NACIONAL,0,910,-22.4486111,909.8,83,910.1,1.3,RJ,12.3,15.8,-3.54,12.3,4,15.5,81,A618,15.5,-42.98694444,0700,81,12.8
56,252,2020-09-03,TERESÓPOLIS-PARQUE NACIONAL,0,910.2,-22.4486111,910,82,910.2,0.9,RJ,12,15.7,-3.54,12,4.3,15.4,80,A618,15.2,-42.98694444,0800,80,12.3
57,278,2020-09-03,TERESÓPOLIS-PARQUE NACIONAL,0,910.6,-22.4486111,910.2,82,910.6,0.9,RJ,11.7,15.6,-1.746,12,3.8,15.1,82,A618,15.1,-42.98694444,0900,79,12.1
58,283,2020-09-03,TERESÓPOLIS-PARQUE NACIONAL,0,911.1,-22.4486111,910.5,82,911.1,1.2,RJ,11.9,16.5,223.57,12.5,3,16.5,77,A618,15.1,-42.98694444,1000,77,12.6
59,252,2020-09-03,TERESÓPOLIS-PARQUE NACIONAL,0,911.7,-22.4486111,911.1,77,911.7,1.3,RJ,11.4,18.6,1336.634,12.1,4.9,18.6,66,A618,16.5,-42.98694444,1100,65,13
60,182,2020-09-03,TERESÓPOLIS-PARQUE NACIONAL,0,911.3,-22.4486111,911.3,72,911.8,1.4,RJ,11.4,19.2,1746.657,13.1,5.1,18.8,69,A618,17.9,-42.98694444,1200,65,13.5
61,125,2020-09-03,TERESÓPOLIS-PARQUE NACIONAL,0,911.1,-22.4486111,911.1,72,911.5,2.3,RJ,12.8,19.4,2618.781,13.7,7.6,19.4,69,A618,18.3,-42.98694444,1300,69,13.9
62,201,2020-09-03,TERESÓPOLIS-PARQUE NACIONAL,0,910.5,-22.4486111,910.5,70,911.2,1.8,RJ,12.7,21,2920.75,14,7.6,20.9,64,A618,19.4,-42.98694444,1400,62,14.3
63,243,2020-09-03,TERESÓPOLIS-PARQUE NACIONAL,0,909.7,-22.4486111,909.6,67,910.6,2,RJ,11.9,22,3249.033,13.1,6.9,21.6,59,A618,19.9,-42.98694444,1500,58,14.3
64,183,2020-09-03,TERESÓPOLIS-PARQUE NACIONAL,0,908.5,-22.4486111,908.5,61,909.7,1.8,RJ,11.1,22.7,3195.84,11.5,7.3,22.6,49,A618,20.9,-42.98694444,1600,49,13.7
65,206,2020-09-03,TERESÓPOLIS-PARQUE NACIONAL,0,907.7,-22.4486111,907.7,52,908.5,2,RJ,10.3,23.4,2851.217,10.5,7.2,22.8,46,A618,22.5,-42.98694444,1700,45,12.2
66,261,2020-09-03,TERESÓPOLIS-PARQUE NACIONAL,0,907.2,-22.4486111,907.2,53,907.7,1.2,RJ,10.7,23.5,1961.719,10.7,5.9,23.1,45,A618,22.6,-42.98694444,1800,45,12.5
67,262,2020-09-03,TERESÓPOLIS-PARQUE NACIONAL,0,907.1,-22.4486111,907,51,907.3,2.1,RJ,10.4,23.2,1021.495,10.7,5.4,22.3,48,A618,22.2,-42.98694444,1900,45,11.9
68,280,2020-09-03,TERESÓPOLIS-PARQUE NACIONAL,0,906.8,-22.4486111,906.8,53,907.1,2,RJ,10.8,22.4,88.182,11.2,6.6,21.6,52,A618,21.4,-42.98694444,2000,48,11.5
69,268,2020-09-03,TERESÓPOLIS-PARQUE NACIONAL,0,907.3,-22.4486111,906.8,55,907.3,2.1,RJ,11.2,21.6,16.306,11.5,7.8,20.9,55,A618,20.9,-42.98694444,2100,52,11.6
70,255,2020-09-03,TERESÓPOLIS-PARQUE NACIONAL,0,907.9,-22.4486111,907.2,57,907.9,1.3,RJ,11,20.9,-3.54,11.1,6.6,20.3,56,A618,20.3,-42.98694444,2200,54,11.5
71,273,2020-09-03,TERESÓPOLIS-PARQUE NACIONAL,0,908.9,-22.4486111,907.9,56,908.9,1.9,RJ,10.4,20.7,-3.54,10.5,5.1,20.2,54,A618,20,-42.98694444,2300,52,11.1
72,257,2020-09-04,TERESÓPOLIS-PARQUE NACIONAL,0,909.9,-22.4486111,908.9,67,909.9,0.9,RJ,10.5,20.4,-3.54,11.6,4.7,18.2,65,A618,18.2,-42.98694444,0000,53,11.9
73,288,2020-09-04,TERESÓPOLIS-PARQUE NACIONAL,0,909.5,-22.4486111,909.5,70,909.9,2.7,RJ,11.3,19.6,-3.54,11.3,7.9,19.3,60,A618,17.4,-42.98694444,0100,59,12.3
74,268,2020-09-04,TERESÓPOLIS-PARQUE NACIONAL,0,909.8,-22.4486111,909.4,61,909.8,2.6,RJ,10.8,20.3,-3.54,11.3,7.9,20.2,57,A618,19.2,-42.98694444,0200,55,11.5
75,265,2020-09-04,TERESÓPOLIS-PARQUE NACIONAL,0,909.6,-22.4486111,909.6,60,909.8,1.7,RJ,11.2,20.2,-3.54,11.6,6.9,20,59,A618,19.6,-42.98694444,0300,57,11.7
76,280,2020-09-04,TERESÓPOLIS-PARQUE NACIONAL,0,909.3,-22.4486111,909.3,60,909.7,1.3,RJ,11.4,20.2,-3.54,11.4,6.8,19.7,59,A618,19.3,-42.98694444,0400,58,11.8
77,285,2020-09-04,TERESÓPOLIS-PARQUE NACIONAL,0,909.1,-22.4486111,909,60,909.3,1.3,RJ,10,19.7,-3.54,10.2,5.7,18.9,57,A618,18.9,-42.98694444,0500,54,11.4
78,237,2020-09-04,TERESÓPOLIS-PARQUE NACIONAL,0,909,-22.4486111,909,62,909.1,0.9,RJ,10.2,19.3,-3.54,10.6,3.6,18,62,A618,18,-42.98694444,0600,56,10.9
79,181,2020-09-04,TERESÓPOLIS-PARQUE NACIONAL,0,908.9,-22.4486111,908.8,71,909,1.1,RJ,10.5,18,-3.54,11.4,3,16.7,71,A618,16.7,-42.98694444,0700,61,11.4
80,144,2020-09-04,TERESÓPOLIS-PARQUE NACIONAL,0,909.4,-22.4486111,908.8,71,909.4,1.8,RJ,10.6,17.6,-3.54,11,4.1,16.3,71,A618,16.3,-42.98694444,0800,64,11.3
81,211,2020-09-04,TERESÓPOLIS-PARQUE NACIONAL,0,910.2,-22.4486111,909.4,77,910.2,0.5,RJ,10.9,16.4,-1.673,11.4,3.8,15.5,76,A618,15.1,-42.98694444,0900,70,11.4
82,220,2020-09-04,TERESÓPOLIS-PARQUE NACIONAL,0,910.8,-22.4486111,910.2,81,910.8,1,RJ,11,16.9,199.642,11.4,2.8,16.8,70,A618,14.5,-42.98694444,1000,69,11.7
83,256,2020-09-04,TERESÓPOLIS-PARQUE NACIONAL,0,911.3,-22.4486111,910.8,71,911.4,1.6,RJ,11.4,19.6,1161.365,11.7,4.4,19.5,61,A618,16.8,-42.98694444,1100,61,12.4
84,274,2020-09-04,TERESÓPOLIS-PARQUE NACIONAL,0,911.7,-22.4486111,911.3,61,911.9,2.6,RJ,11.2,21.4,1967.298,11.6,6.9,21.2,54,A618,19.4,-42.98694444,1200,54,12.5
85,102,2020-09-04,TERESÓPOLIS-PARQUE NACIONAL,0,911.7,-22.4486111,911.6,55,911.8,1.8,RJ,11.3,23.2,2602.888,12.1,6.6,23.2,50,A618,21.2,-42.98694444,1300,50,12.8
86,138,2020-09-04,TERESÓPOLIS-PARQUE NACIONAL,0,911.3,-22.4486111,911.3,52,911.7,1.2,RJ,11,25.2,3009.575,12.7,4.9,25.2,46,A618,22.9,-42.98694444,1400,41,12.7
87,91,2020-09-04,TERESÓPOLIS-PARQUE NACIONAL,0,910.8,-22.4486111,910.8,46,911.4,1.3,RJ,10.6,27.4,3172.783,11.1,4.2,26.8,38,A618,25.2,-42.98694444,1500,35,13.5
88,53,2020-09-04,TERESÓPOLIS-PARQUE NACIONAL,0,910.2,-22.4486111,910.2,44,910.8,1.3,RJ,9.9,28.2,3080.458,11.7,4.2,27.4,38,A618,26.8,-42.98694444,1600,33,14.1
89,50,2020-09-04,TERESÓPOLIS-PARQUE NACIONAL,0,909.7,-22.4486111,909.7,49,910.2,0.7,RJ,11.6,27.7,2718.374,13.9,4,26.7,45,A618,26.2,-42.98694444,1700,37,15.3
90,68,2020-09-04,TERESÓPOLIS-PARQUE NACIONAL,0,909.5,-22.4486111,909.5,51,909.7,0.8,RJ,12.7,27.1,1731.029,13.1,3.4,25.8,45,A618,25.6,-42.98694444,1800,41,14.7
91,282,2020-09-04,TERESÓPOLIS-PARQUE NACIONAL,0,909.4,-22.4486111,909.4,55,909.5,0.6,RJ,13,25.9,839.921,13.9,3.6,24.6,51,A618,24.1,-42.98694444,1900,45,14.7
92,250,2020-09-04,TERESÓPOLIS-PARQUE NACIONAL,0,909.7,-22.4486111,909.4,69,909.7,0.8,RJ,13,24.6,95.835,14.1,2.5,20,69,A618,20,-42.98694444,2000,51,15.1
93,221,2020-09-04,TERESÓPOLIS-PARQUE NACIONAL,0,910,-22.4486111,909.7,69,910,0.4,RJ,10,21.8,16.042,13.2,2.9,19.1,68,A618,19,-42.98694444,2100,48,14
94,239,2020-09-04,TERESÓPOLIS-PARQUE NACIONAL,0,910.5,-22.4486111,910,74,910.5,0.8,RJ,12.2,19.1,-3.54,12.6,3.3,19,67,A618,18.3,-42.98694444,2200,64,13.7
95,260,2020-09-04,TERESÓPOLIS-PARQUE NACIONAL,0,911.2,-22.4486111,910.5,78,911.2,0.6,RJ,11.8,20.7,-3.539,13.4,3.6,17.4,78,A618,17.3,-42.98694444,2300,58,13.7
96,250,2020-09-05,TERESÓPOLIS-PARQUE NACIONAL,0,911.8,-22.4486111,911.2,82,911.8,0.4,RJ,13,17.4,-3.54,13.8,2,16.9,82,A618,16.7,-42.98694444,0000,77,13.9
97,257,2020-09-05,TERESÓPOLIS-PARQUE NACIONAL,0,911.9,-22.4486111,911.7,88,911.9,0.3,RJ,13.3,16.9,-3.54,13.5,1.2,15.4,88,A618,15.4,-42.98694444,0100,82,14
98,262,2020-09-05,TERESÓPOLIS-PARQUE NACIONAL,0,912,-22.4486111,911.9,90,912,0.5,RJ,12.9,15.4,-3.54,12.9,1,14.6,89,A618,14.6,-42.98694444,0200,88,13.5
99,283,2020-09-05,TERESÓPOLIS-PARQUE NACIONAL,0,911.7,-22.4486111,911.7,91,912,0.1,RJ,12.7,14.7,-3.54,12.8,0.9,14.3,90,A618,14.3,-42.98694444,0300,89,13
100,261,2020-09-05,TERESÓPOLIS-PARQUE NACIONAL,0,911.2,-22.4486111,911.2,91,911.7,0.1,RJ,12.5,14.4,-3.54,12.7,1,14.1,91,A618,13.9,-42.98694444,0400,90,12.9
101,248,2020-09-05,TERESÓPOLIS-PARQUE NACIONAL,0,910.7,-22.4486111,910.7,91,911.2,0.1,RJ,12.3,14.1,-3.54,12.5,0.9,14,91,A618,13.9,-42.98694444,0500,90,12.7
102,252,2020-09-05,TERESÓPOLIS-PARQUE NACIONAL,0,910.5,-22.4486111,910.5,92,910.7,0.1,RJ,12.3,14,-3.54,12.5,0.6,13.8,92,A618,13.7,-42.98694444,0600,91,12.6
103,248,2020-09-05,TERESÓPOLIS-PARQUE NACIONAL,0,910.7,-22.4486111,910.4,93,910.7,0,RJ,12.2,13.8,-3.539,12.4,0.6,13.5,93,A618,13.4,-42.98694444,0700,92,12.5
104,253,2020-09-05,TERESÓPOLIS-PARQUE NACIONAL,0,911.2,-22.4486111,910.7,94,911.2,0,RJ,12.2,13.5,-3.538,12.3,0,13.3,94,A618,13.2,-42.98694444,0800,93,12.4
105,248,2020-09-05,TERESÓPOLIS-PARQUE NACIONAL,0,911.9,-22.4486111,911.2,94,911.9,0,RJ,12.1,13.3,-0.676,12.3,0,13.2,94,A618,13.1,-42.98694444,0900,94,12.3
106,249,2020-09-05,TERESÓPOLIS-PARQUE NACIONAL,0,912.6,-22.4486111,911.9,95,912.6,0,RJ,12.3,14,85.704,13.1,0,14,94,A618,13.2,-42.98694444,1000,94,13.1
107,54,2020-09-05,TERESÓPOLIS-PARQUE NACIONAL,0,913,-22.4486111,912.6,95,913.1,0.9,RJ,13.1,16.3,386.887,15.2,2.1,16,95,A618,14,-42.98694444,1100,94,15.5
108,70,2020-09-05,TERESÓPOLIS-PARQUE NACIONAL,0,913.2,-22.4486111,913,95,913.3,0.5,RJ,15.2,19.9,1525.312,16.5,2.3,19.9,81,A618,16,-42.98694444,1200,80,16.7
109,58,2020-09-05,TERESÓPOLIS-PARQUE NACIONAL,0,912.9,-22.4486111,912.9,80,913.3,1.2,RJ,14.9,22.6,2557.245,15.7,2.5,22.4,66,A618,19.7,-42.98694444,1300,65,16.9
110,77,2020-09-05,TERESÓPOLIS-PARQUE NACIONAL,0,912.1,-22.4486111,912.1,67,912.9,1.3,RJ,13.6,24.6,3011.5,15.2,2.6,24.5,56,A618,22.2,-42.98694444,1400,52,16.6
111,60,2020-09-05,TERESÓPOLIS-PARQUE NACIONAL,0,911.4,-22.4486111,911.4,74,912.1,1.9,RJ,15.1,24.5,3201.185,16.9,4.1,22.8,69,A618,21.8,-42.98694444,1500,56,18.2
112,31,2020-09-05,TERESÓPOLIS-PARQUE NACIONAL,0,910.9,-22.4486111,910.9,75,911.4,1.2,RJ,16.2,23.5,3108.962,17.4,4.1,22,75,A618,21.9,-42.98694444,1600,65,18
113,83,2020-09-05,TERESÓPOLIS-PARQUE NACIONAL,0,910.5,-22.4486111,910.5,77,910.9,1.8,RJ,15.5,22.7,2717.692,16.2,4.2,22.1,69,A618,21.5,-42.98694444,1700,66,17.9
114,49,2020-09-05,TERESÓPOLIS-PARQUE NACIONAL,0,910.3,-22.4486111,910.2,72,910.5,1.5,RJ,15.1,23,1774.407,16.2,4.3,21.8,70,A618,21.7,-42.98694444,1800,63,16.8
115,261,2020-09-05,TERESÓPOLIS-PARQUE NACIONAL,0,910.2,-22.4486111,910.2,76,910.3,0.1,RJ,15.3,22.1,580.579,16.1,3.8,20.4,76,A618,20.4,-42.98694444,1900,66,16.3
116,244,2020-09-05,TERESÓPOLIS-PARQUE NACIONAL,0,910.4,-22.4486111,910.2,83,910.4,0,RJ,16,20.4,92.129,16.3,1.2,19.2,83,A618,19.2,-42.98694444,2000,76,16.3
117,261,2020-09-05,TERESÓPOLIS-PARQUE NACIONAL,0,910.5,-22.4486111,910.3,88,910.5,0.3,RJ,15.7,19.2,17.916,15.7,1,17.6,88,A618,17.6,-42.98694444,2100,83,16.3
118,261,2020-09-05,TERESÓPOLIS-PARQUE NACIONAL,0,910.8,-22.4486111,910.5,90,910.8,0.7,RJ,14.6,17.6,-3.54,14.7,1.1,16.5,89,A618,16.5,-42.98694444,2200,88,15.6
119,249,2020-09-05,TERESÓPOLIS-PARQUE NACIONAL,0,911,-22.4486111,910.7,90,911,0.1,RJ,13.7,16.5,-3.54,13.8,1.6,15.6,89,A618,15.6,-42.98694444,2300,88,14.7
120,264,2020-09-06,TERESÓPOLIS-PARQUE NACIONAL,0,911,-22.4486111,910.9,89,911,0.1,RJ,13.1,15.7,-3.54,13.2,1.8,15.2,88,A618,15.2,-42.98694444,0000,87,13.9
