,CD_ESTACAO,CHUVA,DC_NOME,DT_MEDICAO,HR_MEDICAO,PRE_INS,PRE_MAX,PRE_MIN,PTO_INS,PTO_MAX,PTO_MIN,RAD_GLO,TEM_INS,TEM_MAX,TEM_MIN,UF,UMD_INS,UMD_MAX,UMD_MIN,VEN_DIR,VEN_RAJ,VEN_VEL,VL_LATITUDE,VL_LONGITUDE
0,A609,0,RESENDE,2020-08-01,0000,975.2,975.2,974.9,14,14.1,13.8,-1.846,17.8,18.1,17.8,RJ,79,79,76,63,4.8,2.4,-22.45138888,-44.44499999
1,A609,0,RESENDE,2020-08-01,0100,975.4,975.4,975.1,14.1,14.2,14,-2.321,17.6,17.8,17.6,RJ,80,80,78,74,4.6,2.1,-22.45138888,-44.44499999
2,A609,0,RESENDE,2020-08-01,0200,975.4,975.4,975.4,14.1,14.1,14,-1.53,17.4,17.6,17.4,RJ,81,81,80,79,3.6,1.9,-22.45138888,-44.44499999
3,A609,0,RESENDE,2020-08-01,0300,975.2,975.4,975.2,15,15,14.1,-2.447,16.3,17.4,16.2,RJ,92,92,81,72,4.5,1.6,-22.45138888,-44.44499999
4,A609,0,RESENDE,2020-08-01,0400,975,975.2,975,15,15.1,15,-2.352,16.2,16.3,16.2,RJ,93,93,92,10,2.4,0.7,-22.45138888,-44.44499999
5,A609,0,RESENDE,2020-08-01,0500,974.4,975,974.4,14.9,15.1,14.9,-2.212,16.4,16.4,16.1,RJ,91,93,91,95,2.3,1.5,-22.45138888,-44.44499999
6,A609,0,RESENDE,2020-08-01,0600,974.2,974.4,974.2,14.5,14.9,14.5,-1.037,16.3,16.4,16.3,RJ,89,91,89,88,2.5,1.6,-22.45138888,-44.44499999
7,A609,0,RESENDE,2020-08-01,0700,974,974.2,974,14.4,14.5,14.2,-1.315,16.1,16.3,16.1,RJ,89,90,88,73,3.5,1.8,-22.45138888,-44.44499999
8,A609,0,RESENDE,2020-08-01,0800,974,974,973.9,14.4,14.5,14.4,-1.523,16.1,16.2,16,RJ,90,90,89,79,2.8,1.2,-22.45138888,-44.44499999
9,A609,0,RESENDE,2020-08-01,0900,974.2,974.2,974,14.4,14.5,14.3,-2.525,16.1,16.1,15.9,RJ,90,90,90,120,2.3,1.4,-22.45138888,-44.44499999
10,A609,0,RESENDE,2020-08-01,1000,974.8,974.8,974.2,14.1,14.4,14,6.334,15.9,16.1,15.9,RJ,89,90,88,80,2.8,1.2,-22.45138888,-44.44499999
11,A609,0,RESENDE,2020-08-01,1100,975.4,975.4,974.7,14.4,14.6,14,202.843,16.4,16.5,15.7,RJ,88,90,88,243,2.3,0.5,-22.45138888,-44.44499999
12,A609,0,RESENDE,2020-08-01,1200,975.2,975.4,975.1,13.4,14.4,13.3,582.626,17.6,18,16.4,RJ,76,88,76,105,3.9,2.3,-22.45138888,-44.44499999
13,A609,0,RESENDE,2020-08-01,1300,975.3,975.4,975.2,13.2,14.1,12.9,1357.896,19,19.4,17.6,RJ,69,77,68,101,4.6,2.3,-22.45138888,-44.44499999
14,A609,0,RESENDE,2020-08-01,1400,974.8,975.3,974.8,13.1,13.7,12.7,1090.196,20.3,20.5,18.9,RJ,63,70,63,161,5.5,1.4,-22.45138888,-44.44499999
15,A609,0,RESENDE,2020-08-01,1500,973.7,974.8,973.7,12.6,13.2,12.3,1244.329,22.1,22.3,20.3,RJ,55,63,55,257,3.7,2.2,-22.45138888,-44.44499999
16,A609,0,RESENDE,2020-08-01,1600,972.5,973.7,972.5,13.1,13.7,12.2,1465.122,22.4,23,21.6,RJ,56,60,53,238,4.1,1.7,-22.45138888,-44.44499999
17,A609,0,RESENDE,2020-08-01,1700,971.3,972.5,971.3,12.5,13.1,11.8,1815.134,24.6,24.6,22.2,RJ,47,56,46,273,4.4,2,-22.45138888,-44.44499999
18,A609,0,RESENDE,2020-08-01,1800,970.9,971.3,970.9,11.6,12.9,11.3,1532.812,24.3,25.6,23.8,RJ,45,49,43,159,5.3,1.7,-22.45138888,-44.44499999
19,A609,0,RESENDE,2020-08-01,1900,970.6,970.9,970.6,11.2,12.2,10.6,1093.859,25.8,25.9,24.3,RJ,40,45,40,333,3.8,1.4,-22.45138888,-44.44499999
20,A609,0,RESENDE,2020-08-01,2000,970.8,970.8,970.5,11.3,12,10.3,533.701,24.2,26,24.2,RJ,44,45,38,77,4.6,2.3,-22.45138888,-44.44499999
21,A609,0,RESENDE,2020-08-01,2100,971.5,971.5,970.8,12.2,12.3,11.3,143.543,22,24.2,22,RJ,54,54,44,119,6.5,3.2,-22.45138888,-44.44499999
22,A609,0,RESENDE,2020-08-01,2200,972.3,972.3,971.5,13.7,13.7,12.2,-3.508,19.8,22,19.8,RJ,68,68,54,107,8,3.7,-22.45138888,-44.44499999
23,A609,0,RESENDE,2020-08-01,2300,973.3,973.3,972.3,14.2,14.2,13.6,-3.003,19.2,19.8,19.1,RJ,73,73,68,59,6.2,3.1,-22.45138888,-44.44499999
24,A609,0,RESENDE,2020-08-02,0000,973.9,973.9,973.3,14.4,14.4,14.2,-2.734,18.8,19.2,18.8,RJ,76,76,73,59,6.7,2.6,-22.45138888,-44.44499999
25,A609,0,RESENDE,2020-08-02,0100,974,974,973.7,14.5,14.5,14.4,-2.869,18.4,18.8,18.4,RJ,78,78,76,65,6.4,2.7,-22.45138888,-44.44499999
26,A609,0,RESENDE,2020-08-02,0200,974.2,974.2,974,14.4,14.6,14.4,-2.505,18,18.4,18,RJ,80,80,78,70,4.2,2.1,-22.45138888,-44.44499999
27,A609,0,RESENDE,2020-08-02,0300,974,974.2,973.9,14.4,14.4,14.3,-3.226,17.6,18,17.6,RJ,81,81,80,91,3.5,1.4,-22.45138888,-44.44499999
28,A609,0,RESENDE,2020-08-02,0400,973.7,974,973.7,14.3,14.5,14.3,-2.046,17.3,17.7,17.3,RJ,82,82,81,95,3.2,1.5,-22.45138888,-44.44499999
29,A609,0,RESENDE,2020-08-02,0500,973.4,973.7,973.4,14.1,14.3,14,-2.515,17,17.3,17,RJ,83,83,82,93,3.5,1.6,-22.45138888,-44.44499999
30,A609,0,RESENDE,2020-08-02,0600,973.4,973.5,973.3,14,14.1,14,-2.017,16.5,17,16.5,RJ,85,85,83,77,2.8,1.1,-22.45138888,-44.44499999
31,A609,0,RESENDE,2020-08-02,0700,973.3,973.4,973.1,13.9,14,13.7,-3.538,15.6,16.5,15.5,RJ,90,90,85,66,1.8,0.9,-22.45138888,-44.44499999
32,A609,0,RESENDE,2020-08-02,0800,973.4,973.4,973.2,13.7,13.9,13.6,-3.06,15.4,15.6,15.3,RJ,90,90,89,45,3.1,1.9,-22.45138888,-44.44499999
33,A609,0,RESENDE,2020-08-02,0900,974,974,973.4,13.5,13.8,13.1,-2.992,14.9,15.6,14.9,RJ,91,91,88,122,2.6,0.7,-22.45138888,-44.44499999
34,A609,0,RESENDE,2020-08-02,1000,974.6,974.6,974,13.3,13.5,13.3,12.133,14.6,14.9,14.6,RJ,92,92,91,122,2,0.9,-22.45138888,-44.44499999
35,A609,0,RESENDE,2020-08-02,1100,975.5,975.5,974.6,14.8,14.8,12.9,315.225,15.9,15.9,14.3,RJ,93,94,91,57,2.5,1.4,-22.45138888,-44.44499999
36,A609,0,RESENDE,2020-08-02,1200,976.1,976.1,975.5,14.1,14.7,13.6,1251.282,18.1,18.4,15.9,RJ,77,93,76,28,2.7,1.6,-22.45138888,-44.44499999
37,A609,0,RESENDE,2020-08-02,1300,976.4,976.4,976.1,14,14.4,13.4,1920.574,19.8,20.2,18.1,RJ,69,78,67,165,4.5,1.3,-22.45138888,-44.44499999
