,CD_ESTACAO,CHUVA,DC_NOME,DT_MEDICAO,HR_MEDICAO,PRE_INS,PRE_MAX,PRE_MIN,PTO_INS,PTO_MAX,PTO_MIN,RAD_GLO,TEM_INS,TEM_MAX,TEM_MIN,UF,UMD_INS,UMD_MAX,UMD_MIN,VEN_DIR,VEN_RAJ,VEN_VEL,VL_LATITUDE,VL_LONGITUDE
0,A606,0,ARRAIAL DO CABO,2020-02-01,0000,1012.3,1012.3,1011,24.9,25.7,24.8,0.69,26.4,27.3,26.2,RJ,91,96,90,278,3.8,1.5,-22.97527777,-42.02138888
1,A606,0,ARRAIAL DO CABO,2020-02-01,0100,1012.7,1012.7,1012.3,25.2,25.7,24.8,-2.915,25.6,26.4,25.6,RJ,98,98,91,55,6.3,2.7,-22.97527777,-42.02138888
2,A606,0,ARRAIAL DO CABO,2020-02-01,0200,1012.4,1012.7,1012.1,25.2,25.3,25,-3.075,25.5,25.6,25.2,RJ,98,100,98,65,4.2,0.6,-22.97527777,-42.02138888
3,A606,0,ARRAIAL DO CABO,2020-02-01,0300,1011.9,1012.4,1011.9,23.1,25.2,23,-0.497,26.5,26.6,25.3,RJ,82,98,82,98,3.6,1,-22.97527777,-42.02138888
4,A606,0,ARRAIAL DO CABO,2020-02-01,0400,1011.3,1011.9,1011.3,23.2,23.4,22.7,-0.06,26,26.5,25.9,RJ,85,85,80,244,2.8,0.5,-22.97527777,-42.02138888
5,A606,0,ARRAIAL DO CABO,2020-02-01,0500,1010.8,1011.4,1010.8,23.8,23.9,23.1,-2.041,25.5,26.2,25.5,RJ,90,91,84,94,1.7,0.8,-22.97527777,-42.02138888
6,A606,0,ARRAIAL DO CABO,2020-02-01,0600,1010.7,1010.9,1010.6,24.4,24.5,23.7,-3.105,25.3,25.6,25.3,RJ,95,95,90,85,3.4,2.1,-22.97527777,-42.02138888
7,A606,0,ARRAIAL DO CABO,2020-02-01,0700,1010.7,1010.7,1010.6,24.7,24.7,24.3,-3.351,25.1,25.3,25,RJ,98,98,95,107,2.7,2,-22.97527777,-42.02138888
8,A606,0,ARRAIAL DO CABO,2020-02-01,0800,1011.2,1011.3,1010.6,25,25.1,24.7,-3.472,25.1,25.2,24.9,RJ,100,100,98,65,2.6,1.3,-22.97527777,-42.02138888
9,A606,0,ARRAIAL DO CABO,2020-02-01,0900,1011.6,1011.6,1011.1,25.1,25.2,24.8,36.832,25.1,25.2,24.8,RJ,100,100,100,97,1.9,1,-22.97527777,-42.02138888
